HDR  Longitude  Latitude  Scaled Anomaly
HDR filename=GRCTellus.JPL.20050717.LND.RL05_1.DSTvSCS1411.txt
HDR institution=JPL / GRACE-TELLUS
HDR variable=Liquid_Water_Equivalent_Thickness
HDR units=cm
HDR _FillValue=32767.0
HDR platform=GRACE
HDR sensor=GRACE
HDR time_mean_removed=2004.000 to 2009.999
HDR data_source=GRACE JPL RL05.1 + Sean C. Swenson
HDR data_source_version=DSTvSCS1411
HDR Longitudes= LON1_NLONS_DLON=0.5. 360 1.
HDR Latitudes= LAT1_NLATS_DLAT=-89.5 180 1.
HDR time_format=year month day
HDR postprocess1=DESTRIPED
HDR filter= gaussian
HDR Filter_Width_KM= 300
HDR Filter_Max_Degree= 60
HDR label=GRC-RL05_1-DSTvSCS1411-g300km_n=060
HDR Mask=LAND ONLY PIXELS
HDR DATE_CREATED=Wed Nov 26 13:22:14 2014
0.5 7.5 -0.093456
0.5 8.5 -0.29778
0.5 9.5 -0.355511
0.5 10.5 -0.16365
0.5 20.5 2.170947
0.5 21.5 -0.052465
0.5 22.5 -0.365646
0.5 25.5 -0.141298
0.5 31.5 -0.016006
0.5 32.5 -0.13616
0.5 33.5 -0.358497
0.5 34.5 -1.175868
0.5 35.5 -1.620752
0.5 36.5 -0.652625
0.5 37.5 -0.056287
0.5 38.5 -0.4059
0.5 39.5 -0.94944
0.5 40.5 -1.835197
0.5 41.5 -4.516154
0.5 42.5 -6.88296
0.5 43.5 -7.33056
0.5 44.5 -8.12415
0.5 45.5 -7.761702
0.5 46.5 -7.161672
0.5 47.5 -7.488664
0.5 48.5 -7.016724
0.5 49.5 -5.26339
0.5 50.5 -0.279809
0.5 51.5 -3.786738
0.5 52.5 -4.35176
0.5 53.5 -1.007342
1.5 9.5 -0.294768
1.5 10.5 -0.41025
1.5 11.5 -0.045318
1.5 14.5 1.218364
1.5 15.5 1.175714
1.5 20.5 1.266092
1.5 21.5 -0.15125
1.5 22.5 -0.226066
1.5 31.5 -0.019764
1.5 32.5 -0.06314
1.5 33.5 -0.233031
1.5 34.5 -0.94875
1.5 35.5 -1.987296
1.5 36.5 -1.790208
1.5 37.5 -0.00661
