HDR  Longitude  Latitude  Scaled Anomaly
HDR filename=GRCTellus.JPL.20110517.LND.RL05_1.DSTvSCS1411.txt
HDR institution=JPL / GRACE-TELLUS
HDR variable=Liquid_Water_Equivalent_Thickness
HDR units=cm
HDR _FillValue=32767.0
HDR platform=GRACE
HDR sensor=GRACE
HDR time_mean_removed=2004.000 to 2009.999
HDR data_source=GRACE JPL RL05.1 + Sean C. Swenson
HDR data_source_version=DSTvSCS1411
HDR Longitudes= LON1_NLONS_DLON=0.5. 360 1.
HDR Latitudes= LAT1_NLATS_DLAT=-89.5 180 1.
HDR time_format=year month day
HDR postprocess1=DESTRIPED
HDR filter= gaussian
HDR Filter_Width_KM= 300
HDR Filter_Max_Degree= 60
HDR label=GRC-RL05_1-DSTvSCS1411-g300km_n=060
HDR Mask=LAND ONLY PIXELS
HDR DATE_CREATED=Wed Nov 26 13:22:14 2014
0.5 4.5 -0.05124
0.5 6.5 1.175793
0.5 7.5 1.336896
0.5 8.5 -0.355918
0.5 9.5 -2.017733
0.5 10.5 -3.063528
0.5 11.5 -3.555212
0.5 12.5 -3.054121
0.5 13.5 -1.148242
0.5 14.5 -0.400464
0.5 15.5 -0.427064
0.5 16.5 -0.59613
0.5 17.5 -0.267168
0.5 18.5 -0.056092
0.5 19.5 -0.06574
0.5 20.5 -0.053013
0.5 21.5 -0.000245
0.5 23.5 -0.009936
0.5 25.5 -0.015824
0.5 33.5 1.738286
0.5 34.5 4.907524
0.5 35.5 6.364456
0.5 36.5 2.468475
0.5 38.5 1.063212
0.5 39.5 1.74279
0.5 40.5 2.330146
0.5 41.5 4.04664
0.5 42.5 4.203675
0.5 43.5 2.3368
0.5 44.5 -0.3034
0.5 45.5 -3.481497
0.5 46.5 -5.966246
0.5 47.5 -8.203288
0.5 48.5 -8.404968
0.5 49.5 -6.153818
0.5 50.5 -0.301782
0.5 51.5 -3.820518
0.5 52.5 -4.587344
0.5 53.5 -1.361156
1.5 5.5 -0.297381
1.5 6.5 -0.254968
1.5 7.5 -0.54202
1.5 8.5 -1.497816
1.5 9.5 -2.538636
1.5 10.5 -3.471262
1.5 11.5 -3.88689
1.5 12.5 -3.382582
