HDR  Longitude  Latitude  Scaled Anomaly
HDR filename=GRCTellus.JPL.20120411.LND.RL05_1.DSTvSCS1411.txt
HDR institution=JPL / GRACE-TELLUS
HDR variable=Liquid_Water_Equivalent_Thickness
HDR units=cm
HDR _FillValue=32767.0
HDR platform=GRACE
HDR sensor=GRACE
HDR time_mean_removed=2004.000 to 2009.999
HDR data_source=GRACE JPL RL05.1 + Sean C. Swenson
HDR data_source_version=DSTvSCS1411
HDR Longitudes= LON1_NLONS_DLON=0.5. 360 1.
HDR Latitudes= LAT1_NLATS_DLAT=-89.5 180 1.
HDR time_format=year month day
HDR postprocess1=DESTRIPED
HDR filter= gaussian
HDR Filter_Width_KM= 300
HDR Filter_Max_Degree= 60
HDR label=GRC-RL05_1-DSTvSCS1411-g300km_n=060
HDR Mask=LAND ONLY PIXELS
HDR DATE_CREATED=Wed Nov 26 13:22:14 2014
0.5 4.5 -0.06531
0.5 5.5 -0.40874
0.5 6.5 -1.490966
0.5 7.5 -3.971088
0.5 8.5 -6.13285
0.5 9.5 -7.258845
0.5 10.5 -7.92066
0.5 11.5 -8.343452
0.5 12.5 -7.190757
0.5 13.5 -2.794359
0.5 14.5 -0.953883
0.5 15.5 -0.868802
0.5 16.5 -1.15878
0.5 17.5 -0.849068
0.5 18.5 -0.37518
0.5 19.5 -1.075368
0.5 20.5 -3.718668
0.5 26.5 -0.265632
0.5 27.5 -1.308252
0.5 28.5 -1.08783
0.5 29.5 -0.708928
0.5 30.5 -0.593626
0.5 31.5 -0.283276
0.5 33.5 1.279227
0.5 34.5 3.957728
0.5 35.5 4.738832
0.5 36.5 1.554225
0.5 40.5 -0.137592
0.5 41.5 -1.058352
0.5 42.5 -1.90281
0.5 43.5 -1.61
0.5 44.5 -0.5781
0.5 46.5 2.129636
0.5 47.5 2.726365
0.5 48.5 2.203344
0.5 51.5 -0.558496
0.5 52.5 -1.686716
0.5 53.5 -0.878043
1.5 5.5 -0.581042
1.5 6.5 -2.005675
1.5 7.5 -3.795462
1.5 8.5 -5.28572
1.5 9.5 -6.603444
1.5 10.5 -8.00261
1.5 11.5 -8.718486
1.5 12.5 -7.728462
1.5 13.5 -3.348684
