HDR  Longitude  Latitude  Scaled Anomaly
HDR filename=GRCTellus.JPL.20090916.LND.RL05_1.DSTvSCS1411.txt
HDR institution=JPL / GRACE-TELLUS
HDR variable=Liquid_Water_Equivalent_Thickness
HDR units=cm
HDR _FillValue=32767.0
HDR platform=GRACE
HDR sensor=GRACE
HDR time_mean_removed=2004.000 to 2009.999
HDR data_source=GRACE JPL RL05.1 + Sean C. Swenson
HDR data_source_version=DSTvSCS1411
HDR Longitudes= LON1_NLONS_DLON=0.5. 360 1.
HDR Latitudes= LAT1_NLATS_DLAT=-89.5 180 1.
HDR time_format=year month day
HDR postprocess1=DESTRIPED
HDR filter= gaussian
HDR Filter_Width_KM= 300
HDR Filter_Max_Degree= 60
HDR label=GRC-RL05_1-DSTvSCS1411-g300km_n=060
HDR Mask=LAND ONLY PIXELS
HDR DATE_CREATED=Wed Nov 26 13:22:14 2014
0.5 5.5 4.579034
0.5 6.5 17.877636
0.5 7.5 28.950768
0.5 8.5 28.881824
0.5 9.5 25.410119
0.5 10.5 22.990643
0.5 11.5 21.79436
0.5 12.5 18.102728
0.5 13.5 7.26044
0.5 14.5 2.748246
0.5 15.5 2.785024
0.5 16.5 2.76954
0.5 19.5 -0.064356
0.5 20.5 -0.810711
0.5 23.5 -0.311904
0.5 24.5 -0.586555
0.5 26.5 -0.179904
0.5 27.5 -0.566994
0.5 28.5 -0.332748
0.5 29.5 -0.139392
0.5 30.5 -0.03791
0.5 33.5 -0.284055
0.5 34.5 -1.785088
0.5 35.5 -3.33732
0.5 36.5 -1.6307
0.5 37.5 -0.152822
0.5 38.5 -1.045992
0.5 39.5 -2.12764
0.5 40.5 -3.575481
0.5 41.5 -8.043994
0.5 42.5 -11.964855
0.5 43.5 -13.1376
0.5 44.5 -15.4611
0.5 45.5 -15.588645
0.5 46.5 -14.65712
0.5 47.5 -14.863807
0.5 48.5 -12.842544
0.5 49.5 -8.470748
0.5 50.5 -0.378359
0.5 51.5 -4.106522
0.5 52.5 -3.548484
0.5 53.5 -0.524229
1.5 5.5 4.171566
1.5 6.5 17.240013
1.5 7.5 24.69496
1.5 8.5 24.292044
1.5 9.5 23.006856
