HDR  Longitude  Latitude  Scaled Anomaly
HDR filename=GRCTellus.JPL.20140416.LND.RL05_1.DSTvSCS1411.txt
HDR institution=JPL / GRACE-TELLUS
HDR variable=Liquid_Water_Equivalent_Thickness
HDR units=cm
HDR _FillValue=32767.0
HDR platform=GRACE
HDR sensor=GRACE
HDR time_mean_removed=2004.000 to 2009.999
HDR data_source=GRACE JPL RL05.1 + Sean C. Swenson
HDR data_source_version=DSTvSCS1411
HDR Longitudes= LON1_NLONS_DLON=0.5. 360 1.
HDR Latitudes= LAT1_NLATS_DLAT=-89.5 180 1.
HDR time_format=year month day
HDR postprocess1=DESTRIPED
HDR filter= gaussian
HDR Filter_Width_KM= 300
HDR Filter_Max_Degree= 60
HDR label=GRC-RL05_1-DSTvSCS1411-g300km_n=060
HDR Mask=LAND ONLY PIXELS
HDR DATE_CREATED=Wed Nov 26 13:22:14 2014
0.5 4.5 -0.082495
0.5 5.5 -0.8404
0.5 6.5 -2.449278
0.5 7.5 -3.711312
0.5 8.5 -4.025702
0.5 9.5 -3.802422
0.5 10.5 -3.258817
0.5 11.5 -2.339044
0.5 12.5 -0.855022
0.5 20.5 -0.102147
0.5 23.5 -0.417096
0.5 24.5 -0.616485
0.5 26.5 -0.075456
0.5 27.5 -0.238182
0.5 28.5 -0.235104
0.5 29.5 -0.217008
0.5 30.5 -0.27206
0.5 31.5 -0.269686
0.5 32.5 -0.17204
0.5 34.5 1.101
0.5 35.5 2.187528
0.5 36.5 1.157475
0.5 39.5 1.55015
0.5 40.5 2.412956
0.5 41.5 5.044033
0.5 42.5 7.08645
0.5 43.5 7.33608
0.5 44.5 7.83715
0.5 45.5 6.707961
0.5 46.5 4.928638
0.5 47.5 3.558232
0.5 48.5 1.892748
0.5 50.5 -0.026207
0.5 51.5 -1.14852
0.5 52.5 -2.602876
0.5 53.5 -1.075508
1.5 5.5 -0.918554
1.5 6.5 -3.255238
1.5 7.5 -4.492156
1.5 8.5 -4.458288
1.5 9.5 -4.076556
1.5 10.5 -3.466886
1.5 11.5 -2.255442
1.5 12.5 -0.654206
1.5 23.5 -0.125424
1.5 24.5 -0.30044
1.5 25.5 -0.035937
