HDR  Longitude  Latitude  Scaled Anomaly
HDR filename=GRCTellus.JPL.20040517.LND.RL05_1.DSTvSCS1411.txt
HDR institution=JPL / GRACE-TELLUS
HDR variable=Liquid_Water_Equivalent_Thickness
HDR units=cm
HDR _FillValue=32767.0
HDR platform=GRACE
HDR sensor=GRACE
HDR time_mean_removed=2004.000 to 2009.999
HDR data_source=GRACE JPL RL05.1 + Sean C. Swenson
HDR data_source_version=DSTvSCS1411
HDR Longitudes= LON1_NLONS_DLON=0.5. 360 1.
HDR Latitudes= LAT1_NLATS_DLAT=-89.5 180 1.
HDR time_format=year month day
HDR postprocess1=DESTRIPED
HDR filter= gaussian
HDR Filter_Width_KM= 300
HDR Filter_Max_Degree= 60
HDR label=GRC-RL05_1-DSTvSCS1411-g300km_n=060
HDR Mask=LAND ONLY PIXELS
HDR DATE_CREATED=Wed Nov 26 13:22:14 2014
0.5 4.5 -0.197365
0.5 5.5 -2.710672
0.5 6.5 -9.67616
0.5 7.5 -14.450832
0.5 8.5 -13.387338
0.5 9.5 -11.075535
0.5 10.5 -9.632439
0.5 11.5 -9.043704
0.5 12.5 -7.694099
0.5 13.5 -3.263784
0.5 14.5 -1.342605
0.5 15.5 -1.516988
0.5 16.5 -1.75956
0.5 17.5 -0.587972
0.5 18.5 -0.116772
0.5 19.5 -0.203448
0.5 20.5 -0.398244
0.5 21.5 -0.007035
0.5 22.5 -0.261644
0.5 25.5 -0.144996
0.5 33.5 1.189766
0.5 34.5 3.972408
0.5 35.5 6.242656
0.5 36.5 2.751375
0.5 38.5 1.261488
0.5 39.5 2.16333
0.5 40.5 3.40158
0.5 41.5 7.881869
0.5 42.5 12.02376
0.5 43.5 12.16792
0.5 44.5 10.94905
0.5 45.5 6.383733
0.5 46.5 2.033494
0.5 47.5 -0.243791
0.5 48.5 -0.3432
0.5 51.5 1.558384
0.5 53.5 -0.436587
1.5 5.5 -2.557065
1.5 6.5 -9.795387
1.5 7.5 -13.112918
1.5 8.5 -12.084492
1.5 9.5 -10.762236
1.5 10.5 -10.199362
1.5 11.5 -9.535372
1.5 12.5 -7.99456
1.5 13.5 -3.651956
1.5 14.5 -3.343112
