HDR  Longitude  Latitude  Scaled Anomaly
HDR filename=GRCTellus.JPL.20050616.LND.RL05_1.DSTvSCS1411.txt
HDR institution=JPL / GRACE-TELLUS
HDR variable=Liquid_Water_Equivalent_Thickness
HDR units=cm
HDR _FillValue=32767.0
HDR platform=GRACE
HDR sensor=GRACE
HDR time_mean_removed=2004.000 to 2009.999
HDR data_source=GRACE JPL RL05.1 + Sean C. Swenson
HDR data_source_version=DSTvSCS1411
HDR Longitudes= LON1_NLONS_DLON=0.5. 360 1.
HDR Latitudes= LAT1_NLATS_DLAT=-89.5 180 1.
HDR time_format=year month day
HDR postprocess1=DESTRIPED
HDR filter= gaussian
HDR Filter_Width_KM= 300
HDR Filter_Max_Degree= 60
HDR label=GRC-RL05_1-DSTvSCS1411-g300km_n=060
HDR Mask=LAND ONLY PIXELS
HDR DATE_CREATED=Wed Nov 26 13:22:14 2014
0.5 4.5 -0.078295
0.5 5.5 -1.303384
0.5 6.5 -5.363756
0.5 7.5 -9.071568
0.5 8.5 -9.39425
0.5 9.5 -8.526319
0.5 10.5 -7.935934
0.5 11.5 -7.799436
0.5 12.5 -6.875344
0.5 13.5 -3.04415
0.5 14.5 -1.338279
0.5 15.5 -1.662716
0.5 16.5 -2.13993
0.5 17.5 -0.734712
0.5 18.5 -0.113516
0.5 19.5 -0.068162
0.5 21.5 -0.033565
0.5 22.5 -0.457728
0.5 25.5 -0.141126
0.5 29.5 -0.005632
0.5 30.5 -0.093437
0.5 31.5 -0.269384
0.5 32.5 -0.59156
0.5 33.5 -0.89461
0.5 34.5 -1.53406
0.5 35.5 -0.75516
0.5 38.5 -0.030996
0.5 39.5 -0.28466
0.5 40.5 -0.73892
0.5 41.5 -1.88065
0.5 42.5 -2.76675
0.5 43.5 -2.9164
0.5 44.5 -3.3743
0.5 45.5 -3.376716
0.5 46.5 -3.049334
0.5 47.5 -2.813832
0.5 48.5 -2.145
0.5 49.5 -1.309682
0.5 50.5 -0.06424
0.5 51.5 -0.970612
0.5 52.5 -1.416776
0.5 53.5 -0.424144
1.5 5.5 -1.223481
1.5 6.5 -5.247725
1.5 7.5 -7.894984
1.5 8.5 -8.21572
