HDR  Longitude  Latitude  Scaled Anomaly
HDR filename=GRCTellus.JPL.20160520.LND.RL05_1.DSTvSCS1411.txt
HDR institution=JPL / GRACE-TELLUS
HDR variable=Liquid_Water_Equivalent_Thickness
HDR units=cm
HDR _FillValue=32767.0
HDR platform=GRACE
HDR sensor=GRACE
HDR time_mean_removed=2004.000 to 2009.999
HDR data_source=GRACE JPL RL05.1 + Sean C. Swenson
HDR data_source_version=DSTvSCS1411
HDR Longitudes= LON1_NLONS_DLON=0.5. 360 1.
HDR Latitudes= LAT1_NLATS_DLAT=-89.5 180 1.
HDR time_format=year month day
HDR postprocess1=DESTRIPED
HDR filter= gaussian
HDR Filter_Width_KM= 300
HDR Filter_Max_Degree= 60
HDR label=GRC-RL05_1-DSTvSCS1411-g300km_n=060
HDR Mask=LAND ONLY PIXELS
HDR DATE_CREATED=Wed Aug 31 15:16:42 2016
0.5 4.5 -0.204225
0.5 5.5 -3.00061
0.5 6.5 -11.564872
0.5 7.5 -18.16056
0.5 8.5 -16.687024
0.5 9.5 -12.479744
0.5 10.5 -8.540348
0.5 11.5 -5.064744
0.5 12.5 -1.733123
0.5 15.5 -0.570262
0.5 16.5 -2.58168
0.5 17.5 -2.049806
0.5 18.5 -0.673844
0.5 19.5 -1.520324
0.5 20.5 -5.147433
0.5 22.5 1.084422
0.5 23.5 -0.806976
0.5 24.5 -1.395395
0.5 26.5 -0.368832
0.5 27.5 -1.238928
0.5 28.5 -0.946104
0.5 29.5 -0.711216
0.5 30.5 -0.882188
0.5 31.5 -1.126158
0.5 32.5 -1.57366
0.5 33.5 -2.011893
0.5 34.5 -3.925432
0.5 35.5 -3.408776
0.5 36.5 -0.72795
0.5 37.5 -0.008299
0.5 40.5 1.856218
0.5 41.5 4.499293
0.5 42.5 6.75801
0.5 43.5 7.29744
0.5 44.5 8.39885
0.5 45.5 8.340963
0.5 46.5 7.821968
0.5 47.5 8.043242
0.5 48.5 7.203768
0.5 49.5 5.111524
0.5 51.5 3.787864
0.5 52.5 5.410252
0.5 53.5 1.887549
0.5 54.5 -0.026901
1.5 5.5 -2.544374
1.5 6.5 -10.417421
1.5 7.5 -14.51556
