HDR  Longitude  Latitude  Scaled Anomaly
HDR filename=GRCTellus.JPL.20110219.LND.RL05_1.DSTvSCS1411.txt
HDR institution=JPL / GRACE-TELLUS
HDR variable=Liquid_Water_Equivalent_Thickness
HDR units=cm
HDR _FillValue=32767.0
HDR platform=GRACE
HDR sensor=GRACE
HDR time_mean_removed=2004.000 to 2009.999
HDR data_source=GRACE JPL RL05.1 + Sean C. Swenson
HDR data_source_version=DSTvSCS1411
HDR Longitudes= LON1_NLONS_DLON=0.5. 360 1.
HDR Latitudes= LAT1_NLATS_DLAT=-89.5 180 1.
HDR time_format=year month day
HDR postprocess1=DESTRIPED
HDR filter= gaussian
HDR Filter_Width_KM= 300
HDR Filter_Max_Degree= 60
HDR label=GRC-RL05_1-DSTvSCS1411-g300km_n=060
HDR Mask=LAND ONLY PIXELS
HDR DATE_CREATED=Wed Nov 26 13:22:14 2014
0.5 5.5 1.644128
0.5 6.5 6.997771
0.5 7.5 10.348272
0.5 8.5 8.237162
0.5 9.5 5.296995
0.5 10.5 3.593754
0.5 11.5 3.177548
0.5 12.5 3.281614
0.5 13.5 1.890787
0.5 14.5 1.056471
0.5 15.5 1.604526
0.5 16.5 2.56494
0.5 17.5 1.215918
0.5 20.5 2.138622
0.5 21.5 -0.04459
0.5 22.5 -0.274756
0.5 25.5 -0.058394
0.5 32.5 1.25856
0.5 33.5 1.903495
0.5 34.5 4.894312
0.5 35.5 6.483008
0.5 36.5 2.697325
0.5 38.5 1.311426
0.5 39.5 2.25062
0.5 40.5 3.246152
0.5 41.5 6.605621
0.5 42.5 9.38196
0.5 43.5 10.0924
0.5 44.5 11.57225
0.5 45.5 11.164119
0.5 46.5 9.920766
0.5 47.5 9.552513
0.5 48.5 8.053188
0.5 49.5 5.474964
0.5 51.5 3.835156
0.5 52.5 4.994708
0.5 53.5 1.426076
0.5 54.5 -0.014805
1.5 5.5 1.139789
1.5 6.5 5.419169
1.5 7.5 7.441538
1.5 8.5 6.2116
1.5 9.5 4.6992
1.5 10.5 3.928554
1.5 11.5 3.800902
1.5 12.5 3.901996
1.5 13.5 2.319296
1.5 14.5 2.710121
1.5 15.5 2.376568
