HDR  Longitude  Latitude  Scaled Anomaly
HDR filename=GRCTellus.JPL.20160616.LND.RL05_1.DSTvSCS1411.txt
HDR institution=JPL / GRACE-TELLUS
HDR variable=Liquid_Water_Equivalent_Thickness
HDR units=cm
HDR _FillValue=32767.0
HDR platform=GRACE
HDR sensor=GRACE
HDR time_mean_removed=2004.000 to 2009.999
HDR data_source=GRACE JPL RL05.1 + Sean C. Swenson
HDR data_source_version=DSTvSCS1411
HDR Longitudes= LON1_NLONS_DLON=0.5. 360 1.
HDR Latitudes= LAT1_NLATS_DLAT=-89.5 180 1.
HDR time_format=year month day
HDR postprocess1=DESTRIPED
1.5 16.5 -0.314746
1.5 17.5 -1.57541
1.5 18.5 -0.803198
1.5 19.5 -0.34512
1.5 20.5 -3.119332
1.5 23.5 -0.244885
1.5 24.5 -0.6993
1.5 25.5 -0.127875
1.5 26.5 -0.657241
1.5 27.5 -1.252503
1.5 28.5 -1.101
1.5 29.5 -0.87563
1.5 30.5 -0.992702
1.5 31.5 -0.939644
1.5 32.5 -1.198225
1.5 33.5 -2.290866
1.5 34.5 -5.557145
1.5 35.5 -7.913976
1.5 36.5 -5.214888
1.5 37.5 -0.013715
1.5 40.5 -0.100768
1.5 41.5 1.047336
1.5 42.5 3.59415
1.5 43.5 6.25839
1.5 44.5 8.599036
1.5 45.5 8.491428
1.5 46.5 7.539749
1.5 47.5 7.48098
1.5 48.5 6.509248
1.5 49.5 6.575019
1.5 53.5 -9.9e-05
2.5 5.5 -0.44092
2.5 6.5 -2.85348
2.5 7.5 -4.9815
2.5 8.5 -4.578912
2.5 9.5 -3.32995
2.5 10.5 -1.749112
2.5 11.5 -0.022704
2.5 12.5 1.495245
2.5 13.5 1.461672
2.5 14.5 1.30848
2.5 15.5 -0.70576
2.5 17.5 -2.489184
2.5 18.5 -2.447022
2.5 19.5 -0.521274
2.5 20.5 -5.736615
2.5 21.5 -0.073584
2.5 22.5 -0.091287
2.5 23.5 -1.117578
2.5 24.5 -2.213918
2.5 25.5 -1.423898
2.5 26.5 -1.174404
2.5 27.5 -1.522272
2.5 28.5 -1.240758
2.5 29.5 -1.390137
2.5 30.5 -1.6419
2.5 31.5 -1.185487
2.5 32.5 -0.915327
2.5 33.5 -1.393448
2.5 34.5 -4.491776
2.5 35.5 -5.943555
2.5 36.5 -5.60052
2.5 37.5 -0.01512
2.5 40.5 -0.000125
2.5 42.5 3.379122
2.5 43.5 7.400006
2.5 44.5 8.535537
2.5 45.5 7.6105
2.5 46.5 7.109894
2.5 47.5 7.010212
2.5 48.5 7.38734
2.5 49.5 4.825326
2.5 50.5 3.973761
2.5 51.5 -0.02001
3.5 5.5 -0.60915
3.5 6.5 -2.567184
3.5 7.5 -3.798081
3.5 8.5 -3.737555
3.5 9.5 -2.585261
3.5 10.5 -1.234384
3.5 11.5 -0.02983
3.5 12.5 1.194864
3.5 15.5 -1.044204
3.5 16.5 -0.197964
3.5 17.5 -1.11375
3.5 18.5 -0.736452
3.5 19.5 -0.38236
3.5 20.5 -1.725941
3.5 21.5 -1.571878
3.5 22.5 -1.433261
3.5 23.5 -1.299762
3.5 24.5 -1.278578
3.5 25.5 -0.927445
3.5 26.5 -1.03012
3.5 27.5 -1.322184
3.5 28.5 -1.479544
3.5 29.5 -1.35171
3.5 30.5 -1.293449
3.5 31.5 -1.249332
3.5 32.5 -1.067154
3.5 33.5 -0.986307
3.5 34.5 -2.710928
3.5 35.5 -4.126062
3.5 36.5 -5.211842
3.5 40.5 -0.003177
3.5 43.5 4.861108
3.5 44.5 7.572576
3.5 45.5 6.877133
3.5 46.5 7.789056
3.5 47.5 6.7045
3.5 48.5 6.481692
3.5 49.5 4.828373
3.5 50.5 4.009656
3.5 52.5 -0.011992
4.5 4.5 -0.212936
4.5 5.5 -1.59077
4.5 6.5 -3.50352
4.5 7.5 -3.8249
4.5 8.5 -3.71856
4.5 9.5 -2.945488
4.5 10.5 -1.352128
4.5 15.5 -1.328509
4.5 16.5 -0.581568
4.5 17.5 -1.25934
4.5 18.5 -0.443784
4.5 19.5 -1.300508
4.5 20.5 -5.622023
4.5 21.5 -3.735196
4.5 22.5 -1.594659
4.5 23.5 -1.486059
4.5 24.5 -1.373055
4.5 25.5 -0.899145
4.5 26.5 -0.776932
4.5 27.5 -1.27155
4.5 28.5 -1.360715
4.5 29.5 -1.32535
4.5 30.5 -1.402005
4.5 31.5 -1.229886
4.5 32.5 -1.161946
4.5 33.5 -0.956879
4.5 34.5 -1.702378
4.5 35.5 -3.40044
4.5 36.5 -5.468443
4.5 42.5 -0.006018
4.5 43.5 3.937824
4.5 44.5 7.403142
4.5 45.5 7.46629
4.5 46.5 7.532916
4.5 47.5 6.476112
4.5 48.5 6.260786
4.5 49.5 4.896543
4.5 50.5 4.097655
4.5 51.5 2.30095
4.5 59.5 -0.002637
4.5 60.5 -0.010146
4.5 61.5 -0.02214
4.5 62.5 -0.005568
5.5 3.5 -0.1158
5.5 4.5 -5.571773
5.5 5.5 -12.428125
5.5 6.5 -4.896512
5.5 7.5 -4.103915
5.5 8.5 -4.254165
5.5 9.5 -3.357543
5.5 10.5 -1.348451
5.5 14.5 -0.03164
5.5 15.5 -1.512389
5.5 16.5 -1.039374
5.5 17.5 -2.19356
5.5 18.5 -0.84258
5.5 19.5 -2.34576
5.5 20.5 -7.021248
5.5 21.5 -4.346006
5.5 22.5 -1.6863
5.5 23.5 -1.858209
5.5 24.5 -1.735981
5.5 25.5 -0.83037
5.5 26.5 -0.76993
5.5 27.5 -1.35443
5.5 28.5 -1.151748
5.5 29.5 -1.243792
5.5 30.5 -1.317043
5.5 31.5 -1.09934
5.5 32.5 -1.21992
5.5 33.5 -1.3356
5.5 34.5 -1.49513
5.5 35.5 -3.952062
5.5 36.5 -5.816346
5.5 43.5 4.242576
5.5 44.5 7.861834
5.5 45.5 8.270224
5.5 46.5 6.58611
5.5 47.5 6.102819
5.5 48.5 6.006672
5.5 49.5 5.009625
5.5 50.5 4.123502
5.5 51.5 4.115969
5.5 52.5 1.444896
5.5 53.5 -0.001458
5.5 57.5 -0.00666
5.5 58.5 5.427255
5.5 59.5 10.197306
5.5 60.5 11.283446
5.5 61.5 12.595212
5.5 62.5 2.496748
5.5 63.5 -0.077316
6.5 3.5 -0.257446
6.5 4.5 -12.327212
6.5 5.5 -26.20228
6.5 6.5 -6.02934
6.5 7.5 -4.829812
6.5 8.5 -5.1424
6.5 9.5 -3.440529
6.5 10.5 -1.315374
6.5 11.5 -0.095091
6.5 14.5 -0.262656
6.5 15.5 -1.606836
6.5 16.5 -1.335846
6.5 17.5 -2.968492
6.5 18.5 -2.038452
6.5 19.5 -4.58436
6.5 20.5 -3.473002
6.5 21.5 -3.876412
6.5 22.5 -2.02704
6.5 23.5 -1.945908
6.5 24.5 -1.607265
6.5 25.5 -0.561085
6.5 26.5 -0.940326
6.5 27.5 -1.319472
6.5 28.5 -0.996759
6.5 29.5 -1.103081
6.5 30.5 -0.927673
6.5 31.5 -0.907456
6.5 32.5 -1.378692
6.5 33.5 -1.976884
6.5 34.5 -2.002732
6.5 35.5 -5.558909
6.5 36.5 -6.296472
6.5 37.5 -0.06546
6.5 42.5 1.54973
6.5 43.5 3.998784
6.5 44.5 7.748954
6.5 45.5 8.52348
6.5 46.5 5.98169
6.5 47.5 5.708019
6.5 48.5 5.587218
6.5 49.5 5.240658
6.5 50.5 4.500832
6.5 51.5 4.40704
6.5 52.5 2.99413
6.5 57.5 -0.02489
6.5 58.5 13.746774
6.5 59.5 25.866302
6.5 60.5 27.706536
6.5 61.5 29.81664
6.5 62.5 10.039341
7.5 -70.5 32767
7.5 3.5 -0.021708
7.5 4.5 -2.872464
7.5 5.5 -8.849424
7.5 6.5 -6.7431
7.5 7.5 -7.739544
7.5 8.5 -6.104862
7.5 9.5 -2.762305
7.5 10.5 -1.649376
7.5 11.5 -0.478393
7.5 13.5 -0.0819
7.5 14.5 -0.458838
7.5 15.5 -2.734073
7.5 16.5 -0.32283
7.5 17.5 -2.9498
7.5 18.5 -3.629212
7.5 19.5 -4.518425
7.5 20.5 -1.861704
7.5 21.5 -1.666224
7.5 22.5 -1.419845
7.5 23.5 -1.037663
7.5 24.5 -0.864084
7.5 25.5 -0.575508
7.5 26.5 -0.815936
7.5 27.5 -0.837129
7.5 28.5 -0.924786
7.5 29.5 -0.92818
7.5 30.5 -0.94872
7.5 31.5 -0.807085
7.5 32.5 -1.66754
7.5 33.5 -2.371108
7.5 34.5 -2.901628
7.5 35.5 -6.790848
7.5 36.5 -6.363234
7.5 37.5 -0.235246
7.5 43.5 -0.021145
7.5 44.5 4.784736
7.5 45.5 7.628474
7.5 46.5 7.496896
7.5 47.5 5.673243
7.5 48.5 5.411443
7.5 49.5 5.811512
7.5 50.5 6.118061
7.5 51.5 4.021965
7.5 52.5 3.877146
7.5 53.5 2.685555
7.5 57.5 -0.06348
7.5 58.5 11.655332
7.5 59.5 24.163352
7.5 60.5 25.736524
7.5 61.5 27.95856
7.5 62.5 24.31001
7.5 63.5 3.35179
8.5 -1.5 -0.338776
8.5 -0.5 -0.18522
8.5 3.5 -0.174981
8.5 4.5 -2.561871
8.5 5.5 -7.799224
8.5 6.5 -8.32714
8.5 7.5 -7.576348
8.5 8.5 -5.654262
8.5 9.5 -3.11684
8.5 10.5 -2.069479
8.5 11.5 -1.08064
8.5 12.5 -0.719325
8.5 13.5 -0.558879
8.5 14.5 -0.995498
8.5 15.5 -3.275475
8.5 16.5 -1.018071
8.5 17.5 -8.364177
8.5 18.5 -2.42864
8.5 19.5 -1.289314
8.5 20.5 -1.326294
8.5 21.5 -1.985064
8.5 22.5 -1.38284
8.5 23.5 -0.979032
8.5 24.5 -0.846853
8.5 25.5 -0.686556
8.5 26.5 -0.689574
8.5 27.5 -0.95456
8.5 28.5 -1.355054
8.5 29.5 -1.53657
8.5 30.5 -1.640772
8.5 31.5 -1.33042
8.5 32.5 -1.570751
8.5 33.5 -2.738307
8.5 34.5 -3.175848
8.5 35.5 -7.845362
8.5 36.5 -8.401666
8.5 37.5 -0.021868
8.5 38.5 1.21545
8.5 39.5 7.32343
8.5 40.5 11.32047
8.5 41.5 4.57792
8.5 42.5 -0.113522
8.5 43.5 -0.03762
8.5 44.5 5.071167
8.5 45.5 6.420399
8.5 46.5 6.968052
8.5 47.5 5.459364
8.5 48.5 3.555714
8.5 49.5 5.500923
8.5 50.5 5.086565
8.5 51.5 4.008041
8.5 52.5 3.686822
8.5 53.5 2.2945
8.5 55.5 2.137948
8.5 56.5 2.94538
8.5 58.5 4.348188
8.5 59.5 9.174144
8.5 60.5 11.514624
8.5 61.5 14.085716
8.5 62.5 16.676286
8.5 63.5 2.34436
8.5 64.5 -0.005293
9.5 -2.5 -0.956567
9.5 -1.5 -1.734264
9.5 -0.5 -1.363168
9.5 1.5 -0.085239
9.5 2.5 -0.562632
9.5 3.5 -2.154196
9.5 4.5 -5.318691
9.5 5.5 -7.09096
9.5 6.5 -8.0834
9.5 7.5 -7.455788
9.5 8.5 -6.070324
9.5 9.5 -3.78851
9.5 10.5 -2.384004
9.5 11.5 -1.80835
9.5 12.5 -1.677116
9.5 13.5 -1.257732
9.5 14.5 -1.424016
9.5 15.5 -2.728092
9.5 16.5 -1.468792
9.5 17.5 -4.584547
9.5 18.5 -1.573936
9.5 19.5 -1.35102
9.5 20.5 -0.806361
9.5 21.5 -1.061466
9.5 22.5 -0.913531
9.5 23.5 -0.72712
9.5 24.5 -0.67716
9.5 25.5 -0.629481
9.5 26.5 -0.681021
9.5 27.5 -1.068953
9.5 28.5 -1.551452
9.5 29.5 -2.320899
9.5 30.5 -2.804286
9.5 31.5 -2.546838
9.5 32.5 -1.833297
9.5 33.5 -3.037238
9.5 34.5 -3.41253
9.5 35.5 -6.614496
9.5 36.5 -6.420799
9.5 37.5 -0.038354
9.5 38.5 3.233688
9.5 39.5 13.56524
9.5 40.5 15.403968
9.5 41.5 5.597935
9.5 42.5 -0.177096
9.5 43.5 1.698256
9.5 44.5 5.555324
9.5 45.5 5.450517
9.5 46.5 6.46245
9.5 47.5 4.96784
9.5 48.5 3.471332
9.5 49.5 5.38475
9.5 50.5 4.8827
9.5 51.5 4.084743
9.5 52.5 3.369408
9.5 53.5 2.547
9.5 54.5 1.62656
9.5 55.5 1.94544
9.5 56.5 2.065378
9.5 59.5 3.077816
9.5 60.5 5.31602
9.5 61.5 7.33901
9.5 62.5 11.401965
9.5 63.5 6.810375
10.5 -3.5 -0.388416
10.5 -2.5 -1.820448
10.5 -1.5 -2.44098
10.5 -0.5 -2.23446
10.5 1.5 -0.230384
10.5 2.5 -1.07442
10.5 3.5 -3.49999
10.5 4.5 -6.813434
10.5 5.5 -7.896595
10.5 6.5 -7.712695
10.5 7.5 -7.244358
10.5 8.5 -6.958996
10.5 9.5 -4.507958
10.5 10.5 -2.466688
10.5 11.5 -2.326144
10.5 12.5 -2.701311
10.5 13.5 -1.846271
10.5 14.5 -1.341912
10.5 15.5 -1.585026
10.5 16.5 -1.170906
10.5 17.5 -1.559085
10.5 18.5 -1.283526
10.5 19.5 -1.220855
10.5 20.5 -0.63705
10.5 21.5 -0.490824
10.5 22.5 -0.62348
10.5 23.5 -0.555
10.5 24.5 -0.536085
10.5 25.5 -0.59055
10.5 26.5 -0.735597
10.5 27.5 -1.045698
10.5 28.5 -1.634711
10.5 29.5 -2.895327
10.5 30.5 -4.143532
10.5 31.5 -4.611684
10.5 32.5 -3.229236
10.5 33.5 -3.085133
10.5 34.5 -2.42537
10.5 35.5 -4.991259
10.5 36.5 -2.675245
10.5 37.5 -0.10792
10.5 38.5 3.05655
10.5 39.5 10.52076
10.5 40.5 9.756558
10.5 41.5 3.180155
10.5 42.5 1.5516
10.5 43.5 4.41045
10.5 44.5 5.784249
10.5 45.5 4.978536
10.5 46.5 4.647162
10.5 47.5 4.136809
10.5 48.5 3.986935
10.5 49.5 5.15896
10.5 50.5 4.739955
10.5 51.5 3.9274
10.5 52.5 3.091794
10.5 53.5 2.510289
10.5 54.5 1.20239
10.5 55.5 1.2393
10.5 57.5 -0.052932
10.5 59.5 1.6907
10.5 60.5 3.058287
10.5 61.5 4.326224
10.5 62.5 7.23534
10.5 63.5 8.483551
10.5 64.5 4.526262
10.5 78.5 -0.056915
10.5 79.5 -0.034608
11.5 -19.5 -0.198764
11.5 -18.5 -0.418496
11.5 -17.5 -0.56396
11.5 -16.5 -0.375654
11.5 -15.5 -0.421132
11.5 -12.5 -0.001165
11.5 -3.5 -0.58926
11.5 -2.5 -1.98408
11.5 -1.5 -2.402137
11.5 -0.5 -3.00366
11.5 1.5 -0.72192
11.5 2.5 -1.579032
11.5 3.5 -3.886542
11.5 4.5 -6.198384
11.5 5.5 -8.677152
11.5 6.5 -7.578172
11.5 7.5 -6.980604
11.5 8.5 -7.598393
11.5 9.5 -4.85181
11.5 10.5 -2.410064
11.5 11.5 -2.4815
11.5 12.5 -3.23136
11.5 13.5 -1.928026
11.5 14.5 -0.963168
11.5 15.5 -0.636918
11.5 16.5 -0.929385
11.5 17.5 -0.827904
11.5 18.5 -0.884056
11.5 19.5 -0.683205
11.5 20.5 -0.761099
11.5 21.5 -0.452115
11.5 22.5 -0.518442
11.5 23.5 -0.471042
11.5 24.5 -0.458326
11.5 25.5 -0.512148
11.5 26.5 -0.6351
11.5 27.5 -0.815304
11.5 28.5 -1.48668
11.5 29.5 -2.996349
11.5 30.5 -5.283832
11.5 31.5 -7.370389
11.5 32.5 -6.710784
11.5 33.5 -1.506843
11.5 34.5 -0.59367
11.5 35.5 -3.579155
11.5 36.5 -0.105357
11.5 40.5 -0.071402
11.5 42.5 4.41351
11.5 43.5 6.493872
11.5 44.5 4.7908
11.5 45.5 4.650384
11.5 46.5 2.494699
11.5 47.5 3.25872
11.5 48.5 4.609425
11.5 49.5 4.79787
11.5 50.5 4.349536
11.5 51.5 3.476884
11.5 52.5 2.743664
11.5 53.5 1.951992
11.5 58.5 1.350637
11.5 59.5 1.736748
11.5 60.5 2.13408
11.5 61.5 2.791004
11.5 62.5 3.95787
11.5 63.5 6.391557
11.5 64.5 7.248596
11.5 78.5 -0.12451
11.5 79.5 -0.346696
11.5 80.5 -0.02093
12.5 -70.5 32767
12.5 -19.5 -1.29744
12.5 -18.5 -2.22285
12.5 -17.5 -2.685312
12.5 -16.5 -1.795596
12.5 -15.5 -2.353139
12.5 -14.5 -0.867086
12.5 -12.5 -0.002571
12.5 -6.5 1.748208
12.5 -5.5 2.343872
12.5 -4.5 1.006082
12.5 -3.5 -0.20313
12.5 -2.5 -1.298858
12.5 -1.5 -2.18197
12.5 -0.5 -5.05344
12.5 1.5 -1.85592
12.5 2.5 -1.794351
12.5 3.5 -3.468736
12.5 4.5 -4.584746
12.5 5.5 -6.012045
12.5 6.5 -6.625784
12.5 7.5 -7.019949
12.5 8.5 -7.160727
12.5 9.5 -4.633902
12.5 10.5 -3.065452
12.5 11.5 -2.960831
12.5 12.5 -1.978808
12.5 13.5 -1.733952
12.5 14.5 -1.261536
12.5 15.5 -0.387451
12.5 16.5 -1.44381
12.5 17.5 -0.45828
12.5 18.5 -0.804578
12.5 19.5 -0.629928
12.5 20.5 -0.990516
12.5 21.5 -0.482245
12.5 22.5 -0.287532
12.5 23.5 -0.33088
12.5 24.5 -0.376704
12.5 25.5 -0.247422
12.5 26.5 -0.24222
12.5 27.5 -0.425106
12.5 28.5 -0.803936
12.5 29.5 -2.54031
12.5 30.5 -5.792418
12.5 31.5 -9.685142
12.5 32.5 -14.520585
12.5 40.5 -0.360183
12.5 41.5 1.013164
12.5 42.5 5.46251
12.5 43.5 5.786799
12.5 44.5 1.259093
12.5 45.5 3.886056
12.5 46.5 2.320462
12.5 47.5 2.76544
12.5 48.5 5.314368
12.5 49.5 4.525626
12.5 50.5 3.777294
12.5 51.5 2.859692
12.5 52.5 2.112572
12.5 53.5 1.205204
12.5 54.5 -0.060344
12.5 55.5 -0.024025
12.5 56.5 1.019358
12.5 57.5 2.022824
12.5 58.5 1.683052
12.5 59.5 1.240986
12.5 60.5 1.345155
12.5 61.5 1.567104
12.5 62.5 1.691232
12.5 63.5 2.651943
12.5 64.5 4.601716
12.5 65.5 2.312216
12.5 66.5 -0.003646
12.5 78.5 -0.040623
12.5 79.5 -1.47186
12.5 80.5 -0.099675
13.5 -24.5 -0.55536
13.5 -23.5 -1.56208
13.5 -22.5 -2.019624
13.5 -21.5 -1.18572
13.5 -20.5 -1.345092
13.5 -19.5 -1.728736
13.5 -18.5 -2.8732
13.5 -17.5 -3.513184
13.5 -16.5 -1.501696
13.5 -15.5 -1.414735
13.5 -14.5 -1.335759
13.5 -12.5 2.02547
13.5 -9.5 1.271571
13.5 -8.5 1.946311
13.5 -7.5 1.753458
13.5 -6.5 2.036931
13.5 -5.5 7.539909
13.5 -4.5 2.824101
13.5 -2.5 -0.5913
13.5 -1.5 -2.148487
13.5 -0.5 -2.847075
13.5 1.5 -3.938542
13.5 2.5 -2.368576
13.5 3.5 -2.735516
13.5 4.5 -3.402025
13.5 5.5 -4.332258
13.5 6.5 -5.522049
13.5 7.5 -7.042122
13.5 8.5 -8.062522
13.5 9.5 -5.552775
13.5 10.5 -4.372764
13.5 11.5 -3.54483
13.5 12.5 -2.207744
13.5 13.5 -0.889134
13.5 14.5 -0.723303
13.5 15.5 -0.216462
13.5 16.5 -0.405081
13.5 17.5 -0.329856
13.5 18.5 -0.346302
13.5 19.5 -0.40467
13.5 20.5 -0.46107
13.5 21.5 -0.328755
13.5 22.5 -0.245487
13.5 23.5 -0.265914
13.5 24.5 -0.304168
13.5 25.5 -0.13048
13.5 27.5 -0.044514
13.5 28.5 -0.60651
13.5 29.5 -2.114155
13.5 30.5 -4.272
13.5 31.5 -5.592792
13.5 32.5 -17.684688
13.5 33.5 -0.484692
13.5 37.5 3.086928
13.5 38.5 1.47744
13.5 40.5 2.2491
13.5 41.5 6.48094
13.5 42.5 5.763564
13.5 43.5 1.980044
13.5 45.5 3.676566
13.5 46.5 2.11869
13.5 47.5 2.883213
13.5 48.5 5.1392
13.5 49.5 3.838936
13.5 50.5 3.32024
13.5 51.5 2.185872
13.5 52.5 1.412586
13.5 54.5 -0.011718
13.5 56.5 1.32392
13.5 57.5 1.784605
13.5 58.5 1.544552
13.5 62.5 -0.121671
13.5 63.5 -0.596496
13.5 64.5 -0.35511
13.5 65.5 1.443351
13.5 66.5 2.762277
13.5 77.5 -0.039102
13.5 78.5 -99.555102
13.5 79.5 -10.643808
13.5 80.5 -0.035121
14.5 -28.5 -0.331992
14.5 -27.5 -1.165776
14.5 -26.5 -0.29712
14.5 -25.5 -0.166464
14.5 -24.5 -0.4123
14.5 -23.5 -1.40933
14.5 -22.5 -2.639273
14.5 -21.5 -2.685136
14.5 -20.5 -2.924625
14.5 -19.5 -3.587557
14.5 -18.5 -3.184625
14.5 -17.5 -2.94528
14.5 -16.5 -1.678365
14.5 -15.5 -0.704836
14.5 -14.5 -0.458343
14.5 -10.5 1.07231
14.5 -9.5 1.341068
14.5 -8.5 1.38527
14.5 -7.5 1.530508
14.5 -6.5 1.78356
14.5 -5.5 4.762604
14.5 -4.5 4.565963
14.5 -3.5 1.08102
14.5 -1.5 -1.286654
14.5 -0.5 -3.065772
14.5 1.5 -3.376476
14.5 2.5 -2.842884
14.5 3.5 -2.800182
14.5 4.5 -3.08221
14.5 5.5 -4.163467
14.5 6.5 -5.597144
14.5 7.5 -6.883008
14.5 8.5 -7.30246
14.5 9.5 -6.198003
14.5 10.5 -6.790245
14.5 11.5 -4.44718
14.5 12.5 -2.540006
14.5 13.5 -0.84743
14.5 14.5 -0.437418
14.5 15.5 -0.142116
14.5 16.5 -0.209712
14.5 17.5 -0.1899
14.5 18.5 -0.178086
14.5 19.5 -0.20025
14.5 20.5 -0.18447
14.5 21.5 -0.1749
14.5 22.5 -0.165555
14.5 23.5 -0.16898
14.5 24.5 -0.200415
14.5 25.5 -0.093995
14.5 28.5 -0.302328
14.5 29.5 -1.56211
14.5 30.5 -3.071616
14.5 31.5 -3.915451
14.5 32.5 -11.575161
14.5 33.5 -0.16184
14.5 37.5 3.01448
14.5 39.5 -0.090804
14.5 40.5 4.3758
14.5 41.5 8.137504
14.5 42.5 3.709251
14.5 44.5 1.916391
14.5 45.5 3.754244
14.5 46.5 2.582679
14.5 47.5 2.223083
14.5 48.5 4.403949
14.5 49.5 3.426612
14.5 50.5 2.792944
14.5 51.5 1.422549
14.5 53.5 -0.03012
14.5 61.5 -0.422751
14.5 62.5 -1.006644
14.5 63.5 -2.017664
14.5 64.5 -3.262734
14.5 65.5 -2.7985
14.5 66.5 -0.757465
14.5 67.5 -0.00621
14.5 76.5 -0.054855
14.5 77.5 -86.342102
14.5 78.5 -82.519424
14.5 79.5 -5.763001
14.5 80.5 -0.012348
15.5 -70.5 32767
15.5 -29.5 -0.119067
15.5 -28.5 -0.83106
15.5 -27.5 -1.592245
15.5 -26.5 -0.778707
15.5 -25.5 -0.790195
15.5 -24.5 -1.237332
15.5 -23.5 -1.957161
15.5 -22.5 -2.858625
15.5 -21.5 -3.471277
15.5 -20.5 -3.628345
15.5 -19.5 -5.088314
15.5 -18.5 -5.18408
15.5 -17.5 -2.62661
15.5 -16.5 -1.5732
15.5 -15.5 -0.24975
15.5 -7.5 1.050516
15.5 -6.5 1.615115
15.5 -5.5 2.020824
15.5 -4.5 4.093408
15.5 -3.5 4.302998
15.5 -2.5 1.37643
15.5 -1.5 -0.461113
15.5 -0.5 -1.86258
15.5 1.5 -2.396768
15.5 2.5 -2.24485
15.5 3.5 -2.868082
15.5 4.5 -3.042135
15.5 5.5 -4.31704
15.5 6.5 -6.358352
15.5 7.5 -7.544205
15.5 8.5 -7.90416
15.5 9.5 -7.716192
15.5 10.5 -8.58858
15.5 11.5 -5.282799
15.5 12.5 -2.825784
15.5 13.5 -0.836878
15.5 14.5 -0.214332
15.5 15.5 -0.035154
15.5 16.5 -0.031208
15.5 17.5 -0.03657
15.5 18.5 -0.055932
15.5 19.5 -0.049518
15.5 20.5 -0.04848
15.5 21.5 -0.058608
15.5 22.5 -0.064001
15.5 23.5 -0.071487
15.5 24.5 -0.104535
15.5 25.5 -0.06471
15.5 28.5 -0.12455
15.5 29.5 -0.836282
15.5 30.5 -1.595661
15.5 31.5 -2.24692
15.5 32.5 -3.524736
15.5 37.5 1.289364
15.5 38.5 3.646482
15.5 39.5 8.513986
15.5 40.5 8.225104
15.5 41.5 6.317389
15.5 42.5 1.368129
15.5 43.5 1.281564
15.5 44.5 4.19688
15.5 45.5 4.46292
15.5 46.5 3.734762
15.5 47.5 2.720235
15.5 48.5 3.68388
15.5 49.5 2.879712
15.5 50.5 2.047458
15.5 52.5 -0.249271
15.5 53.5 -0.75072
15.5 54.5 -0.00286
15.5 55.5 -0.136425
15.5 56.5 -0.233368
15.5 59.5 -0.04466
15.5 60.5 -0.487892
15.5 61.5 -1.075482
15.5 62.5 -1.748467
15.5 63.5 -2.757536
15.5 64.5 -3.81744
15.5 65.5 -4.29726
15.5 66.5 -3.703788
15.5 67.5 -1.185826
15.5 68.5 -0.637886
15.5 76.5 -0.12064
15.5 77.5 -101.028576
15.5 78.5 -27.521562
16.5 -31.5 -0.044091
16.5 -30.5 -0.842715
16.5 -29.5 -0.780525
16.5 -28.5 -1.30571
16.5 -27.5 -1.20697
16.5 -26.5 -1.398246
16.5 -25.5 -1.676598
16.5 -24.5 -2.693824
16.5 -23.5 -3.340886
16.5 -22.5 -3.446604
16.5 -21.5 -3.3
16.5 -20.5 -3.756798
16.5 -19.5 -6.43214
