HDR  Longitude  Latitude  Scaled Anomaly
HDR filename=GRCTellus.JPL.20080317.LND.RL05_1.DSTvSCS1411.txt
HDR institution=JPL / GRACE-TELLUS
HDR variable=Liquid_Water_Equivalent_Thickness
HDR units=cm
HDR _FillValue=32767.0
HDR platform=GRACE
HDR sensor=GRACE
HDR time_mean_removed=2004.000 to 2009.999
HDR data_source=GRACE JPL RL05.1 + Sean C. Swenson
HDR data_source_version=DSTvSCS1411
HDR Longitudes= LON1_NLONS_DLON=0.5. 360 1.
HDR Latitudes= LAT1_NLATS_DLAT=-89.5 180 1.
HDR time_format=year month day
HDR postprocess1=DESTRIPED
HDR filter= gaussian
HDR Filter_Width_KM= 300
HDR Filter_Max_Degree= 60
HDR label=GRC-RL05_1-DSTvSCS1411-g300km_n=060
HDR Mask=LAND ONLY PIXELS
HDR DATE_CREATED=Wed Nov 26 13:22:14 2014
0.5 4.5 -0.196105
0.5 5.5 -2.394376
0.5 6.5 -8.386393
0.5 7.5 -13.121856
0.5 8.5 -12.913726
0.5 9.5 -11.036298
0.5 10.5 -9.418603
0.5 11.5 -8.21644
0.5 12.5 -6.247815
0.5 13.5 -2.361919
0.5 14.5 -0.908769
0.5 15.5 -1.056528
0.5 16.5 -1.38291
0.5 17.5 -0.510048
0.5 18.5 -0.083324
0.5 19.5 -0.043942
0.5 21.5 -0.020195
0.5 22.5 -0.220222
0.5 25.5 -0.040248
0.5 30.5 -0.006467
0.5 31.5 -0.01359
0.5 35.5 -0.225736
0.5 36.5 -0.316825
0.5 37.5 -0.042226
0.5 38.5 -0.301104
0.5 39.5 -0.49235
0.5 40.5 -0.475839
0.5 41.5 -0.166016
0.5 42.5 1.090635
0.5 43.5 2.59072
0.5 44.5 4.5346
0.5 45.5 5.796564
0.5 46.5 6.223834
0.5 47.5 6.692156
0.5 48.5 5.873868
0.5 49.5 3.934238
0.5 51.5 2.416396
0.5 52.5 2.784472
0.5 54.5 -0.003605
1.5 5.5 -2.275119
1.5 6.5 -8.55022
1.5 7.5 -11.793562
1.5 8.5 -11.357852
1.5 9.5 -10.414068
1.5 10.5 -9.83506
1.5 11.5 -8.817256
1.5 12.5 -6.87323
