HDR  Longitude  Latitude  Scaled Anomaly
HDR filename=GRCTellus.JPL.20030512.LND.RL05_1.DSTvSCS1411.txt
HDR institution=JPL / GRACE-TELLUS
HDR variable=Liquid_Water_Equivalent_Thickness
HDR units=cm
HDR _FillValue=32767.0
HDR platform=GRACE
HDR sensor=GRACE
HDR time_mean_removed=2004.000 to 2009.999
HDR data_source=GRACE JPL RL05.1 + Sean C. Swenson
HDR data_source_version=DSTvSCS1411
HDR Longitudes= LON1_NLONS_DLON=0.5. 360 1.
HDR Latitudes= LAT1_NLATS_DLAT=-89.5 180 1.
HDR time_format=year month day
HDR postprocess1=DESTRIPED
HDR filter= gaussian
HDR Filter_Width_KM= 300
HDR Filter_Max_Degree= 60
HDR label=GRC-RL05_1-DSTvSCS1411-g300km_n=060
HDR Mask=LAND ONLY PIXELS
HDR DATE_CREATED=Wed Nov 26 13:22:14 2014
0.5 4.5 -0.262045
0.5 5.5 -3.465122
0.5 6.5 -12.412699
0.5 7.5 -19.967904
0.5 8.5 -21.101258
0.5 9.5 -20.198732
0.5 10.5 -19.72528
0.5 11.5 -19.64752
0.5 12.5 -16.657543
0.5 13.5 -6.726149
0.5 14.5 -2.637006
0.5 15.5 -3.094696
0.5 16.5 -4.41564
0.5 17.5 -2.038168
0.5 18.5 -0.50024
0.5 19.5 -0.857042
0.5 20.5 -1.792098
0.5 22.5 -0.075096
0.5 25.5 -0.016684
0.5 26.5 -0.01776
0.5 27.5 -0.17808
0.5 28.5 -0.17538
0.5 29.5 -0.097504
0.5 30.5 -0.004906
0.5 39.5 1.63701
0.5 40.5 2.71999
0.5 41.5 5.689939
0.5 42.5 7.91112
0.5 43.5 8.32048
0.5 44.5 9.25165
0.5 45.5 8.24409
0.5 46.5 6.245602
0.5 47.5 4.818129
0.5 48.5 3.425136
0.5 49.5 2.418174
0.5 51.5 2.292536
0.5 52.5 2.555432
1.5 5.5 -2.869881
1.5 6.5 -10.988901
1.5 7.5 -16.051724
1.5 8.5 -17.323332
1.5 9.5 -18.48708
1.5 10.5 -20.499372
1.5 11.5 -21.207662
1.5 12.5 -18.316606
1.5 13.5 -8.046728
1.5 14.5 -6.837288
