HDR  Longitude  Latitude  Scaled Anomaly
HDR filename=GRCTellus.JPL.20150317.LND.RL05_1.DSTvSCS1411.txt
HDR institution=JPL / GRACE-TELLUS
HDR variable=Liquid_Water_Equivalent_Thickness
HDR units=cm
HDR _FillValue=32767.0
HDR platform=GRACE
HDR sensor=GRACE
HDR time_mean_removed=2004.000 to 2009.999
HDR data_source=GRACE JPL RL05.1 + Sean C. Swenson
HDR data_source_version=DSTvSCS1411
HDR Longitudes= LON1_NLONS_DLON=0.5. 360 1.
HDR Latitudes= LAT1_NLATS_DLAT=-89.5 180 1.
HDR time_format=year month day
HDR postprocess1=DESTRIPED
1.5 18.5 -0.463672
1.5 19.5 -0.228768
1.5 20.5 -2.309622
1.5 23.5 -0.227666
1.5 24.5 -0.6364
1.5 25.5 -0.109065
1.5 26.5 -0.518999
1.5 27.5 -0.935347
1.5 28.5 -0.8034
1.5 29.5 -0.623525
1.5 30.5 -0.647188
1.5 31.5 -0.504104
1.5 32.5 -0.47642
1.5 33.5 -0.631623
1.5 34.5 -1.046155
1.5 35.5 -1.044504
1.5 36.5 -0.427896
1.5 39.5 -0.005388
1.5 40.5 1.20508
1.5 41.5 5.429732
1.5 42.5 9.59744
1.5 43.5 11.816502
1.5 44.5 12.438035
1.5 45.5 9.563004
1.5 46.5 6.572421
1.5 47.5 5.084064
1.5 48.5 3.666704
1.5 49.5 3.442296
1.5 52.5 -0.049362
2.5 5.5 -1.016525
2.5 6.5 -4.7874
2.5 7.5 -7.563024
2.5 8.5 -6.962592
2.5 9.5 -5.52957
2.5 10.5 -3.789568
2.5 11.5 -2.308713
2.5 13.5 1.246239
2.5 14.5 2.074486
2.5 15.5 1.48896
2.5 17.5 -0.970596
2.5 18.5 -1.230915
2.5 19.5 -0.301104
2.5 20.5 -3.734584
2.5 21.5 -0.053856
2.5 22.5 -0.073577
2.5 23.5 -0.949109
2.5 24.5 -1.880998
2.5 25.5 -1.167537
2.5 26.5 -0.929236
2.5 27.5 -1.200284
2.5 28.5 -1.00566
2.5 29.5 -1.147132
2.5 30.5 -1.294575
2.5 31.5 -0.816455
2.5 32.5 -0.508921
2.5 33.5 -0.593914
2.5 34.5 -1.422528
2.5 35.5 -1.336011
2.5 36.5 -0.71064
2.5 40.5 -0.08295
2.5 42.5 8.419884
2.5 43.5 13.891912
2.5 44.5 12.823182
2.5 45.5 9.23335
2.5 46.5 6.903831
2.5 47.5 5.507811
2.5 48.5 5.028876
2.5 49.5 3.197474
2.5 50.5 2.80071
2.5 51.5 -0.01457
3.5 5.5 -1.1501
3.5 6.5 -4.641408
3.5 7.5 -6.715905
3.5 8.5 -6.66018
3.5 9.5 -4.919488
3.5 10.5 -2.968728
3.5 11.5 -2.35971
3.5 14.5 1.008736
3.5 16.5 -0.042768
3.5 17.5 -0.422928
3.5 18.5 -0.339552
3.5 19.5 -0.201766
3.5 20.5 -1.038597
3.5 21.5 -1.075714
3.5 22.5 -1.090195
3.5 23.5 -1.05298
3.5 24.5 -1.052114
3.5 25.5 -0.754255
3.5 26.5 -0.8358
3.5 27.5 -1.10894
3.5 28.5 -1.312587
3.5 29.5 -1.243035
3.5 30.5 -1.16003
3.5 31.5 -1.013032
3.5 32.5 -0.734154
3.5 33.5 -0.551142
3.5 34.5 -1.182016
3.5 35.5 -1.294936
3.5 36.5 -0.854782
3.5 37.5 -0.004532
3.5 40.5 -0.030951
3.5 42.5 1.740256
3.5 43.5 9.040262
3.5 44.5 11.728928
3.5 45.5 8.872359
3.5 46.5 8.268288
3.5 47.5 5.92075
3.5 48.5 5.110812
3.5 49.5 3.808024
3.5 50.5 3.42867
3.5 52.5 -0.009208
4.5 4.5 -0.324822
4.5 5.5 -2.668266
4.5 6.5 -6.35256
4.5 7.5 -7.2772
4.5 8.5 -7.31634
4.5 9.5 -6.1789
4.5 10.5 -3.589306
4.5 11.5 -1.81293
4.5 15.5 -0.079733
4.5 16.5 -0.178464
4.5 17.5 -0.4832
4.5 18.5 -0.19404
4.5 19.5 -0.648802
4.5 20.5 -3.240479
4.5 21.5 -2.483
4.5 22.5 -1.193544
4.5 23.5 -1.202188
4.5 24.5 -1.148617
4.5 25.5 -0.758988
4.5 26.5 -0.668554
4.5 27.5 -1.14695
4.5 28.5 -1.30143
4.5 29.5 -1.313
4.5 30.5 -1.366277
4.5 31.5 -1.109658
4.5 32.5 -0.92287
4.5 33.5 -0.644215
4.5 34.5 -0.930528
4.5 35.5 -1.36654
4.5 36.5 -1.086594
4.5 37.5 -0.016168
4.5 42.5 -0.013102
4.5 43.5 7.253224
4.5 44.5 11.759292
4.5 45.5 10.135834
4.5 46.5 8.596524
4.5 47.5 6.284304
4.5 48.5 5.553495
4.5 49.5 4.428567
4.5 50.5 4.064508
4.5 51.5 2.4769
4.5 59.5 -0.002507
4.5 60.5 -0.010155
4.5 61.5 -0.018285
4.5 62.5 -0.003226
5.5 3.5 -0.16024
5.5 4.5 -8.108465
5.5 5.5 -19.771875
5.5 6.5 -8.578768
5.5 7.5 -7.769778
5.5 8.5 -8.502686
5.5 9.5 -7.175739
5.5 10.5 -3.646201
5.5 11.5 -1.356955
5.5 12.5 -0.22071
5.5 14.5 -0.07684
5.5 15.5 -0.628498
5.5 16.5 -0.405783
5.5 17.5 -0.865712
5.5 18.5 -0.358205
5.5 19.5 -1.13319
5.5 20.5 -3.966144
5.5 21.5 -2.87371
5.5 22.5 -1.280125
5.5 23.5 -1.566126
5.5 24.5 -1.559025
5.5 25.5 -0.769761
5.5 26.5 -0.73185
5.5 27.5 -1.33364
5.5 28.5 -1.177761
5.5 29.5 -1.298256
5.5 30.5 -1.352631
5.5 31.5 -1.0637
5.5 32.5 -1.07065
5.5 33.5 -1.030176
5.5 34.5 -0.97061
5.5 35.5 -1.941453
5.5 36.5 -1.373124
5.5 37.5 -0.02091
5.5 42.5 1.485626
5.5 43.5 7.769268
5.5 44.5 12.782982
5.5 45.5 11.714012
5.5 46.5 7.96932
5.5 47.5 6.390336
5.5 48.5 5.865426
5.5 49.5 5.068125
5.5 50.5 4.619058
5.5 51.5 5.056285
5.5 52.5 1.713392
5.5 53.5 -0.001052
5.5 57.5 -0.002496
5.5 58.5 4.63287
5.5 59.5 11.683161
5.5 60.5 13.203968
5.5 61.5 12.535416
5.5 62.5 1.871232
5.5 63.5 -0.03864
6.5 3.5 -0.39664
6.5 4.5 -18.739128
6.5 5.5 -41.53136
6.5 6.5 -10.230224
6.5 7.5 -8.753668
6.5 8.5 -9.775381
6.5 9.5 -6.861702
6.5 10.5 -3.11436
6.5 11.5 -1.232904
6.5 12.5 -0.485433
6.5 13.5 -0.264132
6.5 14.5 -0.474696
6.5 15.5 -1.03026
6.5 16.5 -0.617472
6.5 17.5 -1.22696
6.5 18.5 -0.867792
6.5 19.5 -2.201859
6.5 20.5 -1.962324
6.5 21.5 -2.59615
6.5 22.5 -1.596
6.5 23.5 -1.769424
6.5 24.5 -1.631949
6.5 25.5 -0.603725
6.5 26.5 -1.026186
6.5 27.5 -1.4406
6.5 28.5 -1.088631
6.5 29.5 -1.199688
6.5 30.5 -0.98697
6.5 31.5 -0.921184
6.5 32.5 -1.302084
6.5 33.5 -1.693328
6.5 34.5 -1.493912
6.5 35.5 -3.25091
6.5 36.5 -1.773324
6.5 42.5 3.07398
6.5 43.5 7.332048
6.5 44.5 12.910638
6.5 45.5 12.545028
6.5 46.5 7.600333
6.5 47.5 6.364872
6.5 48.5 5.912676
6.5 49.5 5.836578
6.5 50.5 5.605024
6.5 51.5 6.079744
6.5 52.5 4.116599
6.5 57.5 -0.01687
6.5 58.5 14.841021
6.5 59.5 34.164361
6.5 60.5 36.99432
6.5 61.5 34.803216
6.5 62.5 9.284145
7.5 -70.5 32767
7.5 3.5 -0.039276
7.5 4.5 -4.761295
7.5 5.5 -14.489196
7.5 6.5 -11.350885
7.5 7.5 -13.507726
7.5 8.5 -10.875526
7.5 9.5 -4.923646
7.5 10.5 -3.06104
7.5 11.5 -1.345704
7.5 12.5 -0.835636
7.5 13.5 -0.5957
7.5 14.5 -0.636318
7.5 15.5 -2.025857
7.5 16.5 -0.16911
7.5 17.5 -1.320788
7.5 18.5 -1.627776
7.5 19.5 -2.255115
7.5 20.5 -1.08702
7.5 21.5 -1.157856
7.5 22.5 -1.185059
7.5 23.5 -1.047211
7.5 24.5 -1.030428
7.5 25.5 -0.745654
7.5 26.5 -1.048192
7.5 27.5 -1.027015
7.5 28.5 -1.085391
7.5 29.5 -1.0516
7.5 30.5 -1.040376
7.5 31.5 -0.85126
7.5 32.5 -1.669647
7.5 33.5 -2.211331
7.5 34.5 -2.431646
7.5 35.5 -4.644294
7.5 36.5 -2.168595
7.5 43.5 -0.039155
7.5 44.5 8.206308
7.5 45.5 11.657114
7.5 46.5 9.95072
7.5 47.5 6.675192
7.5 48.5 6.141567
7.5 49.5 7.044904
7.5 50.5 8.387493
7.5 51.5 6.177438
7.5 52.5 6.094998
7.5 53.5 3.404268
7.5 57.5 -0.059784
7.5 58.5 15.036442
7.5 59.5 36.245028
7.5 60.5 38.992524
7.5 61.5 38.0568
7.5 62.5 27.338642
7.5 63.5 2.92227
8.5 -0.5 -0.019012
8.5 3.5 -0.379644
8.5 4.5 -4.726761
8.5 5.5 -13.527696
8.5 6.5 -14.307604
8.5 7.5 -13.093092
8.5 8.5 -9.66516
8.5 9.5 -5.050909
8.5 10.5 -3.048408
8.5 11.5 -1.514124
8.5 12.5 -1.16343
8.5 13.5 -0.849525
8.5 14.5 -1.077052
8.5 15.5 -2.497725
8.5 16.5 -0.595944
8.5 17.5 -4.269587
8.5 18.5 -1.23324
8.5 19.5 -0.715156
8.5 20.5 -0.843939
8.5 21.5 -1.488156
8.5 22.5 -1.257926
8.5 23.5 -1.118739
8.5 24.5 -1.200065
8.5 25.5 -1.075032
8.5 26.5 -1.044196
8.5 27.5 -1.32352
8.5 28.5 -1.723117
8.5 29.5 -1.828764
8.5 30.5 -1.863897
8.5 31.5 -1.4573
8.5 32.5 -1.656851
8.5 33.5 -2.746926
8.5 34.5 -2.941276
8.5 35.5 -6.181756
8.5 36.5 -3.525613
8.5 38.5 2.6862
8.5 39.5 13.107254
8.5 40.5 20.03904
8.5 41.5 8.44192
8.5 42.5 -0.215853
8.5 43.5 -0.070866
8.5 44.5 8.996589
8.5 45.5 10.20672
8.5 46.5 9.641268
8.5 47.5 6.747835
8.5 48.5 4.298958
8.5 49.5 7.211685
8.5 50.5 7.639335
8.5 51.5 6.839524
8.5 52.5 6.604909
8.5 53.5 3.5568
8.5 55.5 1.517808
8.5 56.5 2.555808
8.5 57.5 1.049394
8.5 58.5 6.560892
8.5 59.5 15.611904
8.5 60.5 19.924146
8.5 61.5 22.559909
8.5 62.5 22.969848
8.5 63.5 2.62542
8.5 64.5 -0.004499
9.5 -1.5 1.054944
9.5 1.5 -0.751674
9.5 2.5 -2.287248
9.5 3.5 -5.566448
9.5 4.5 -10.9787
9.5 5.5 -13.208674
9.5 6.5 -14.4625
9.5 7.5 -13.071556
9.5 8.5 -10.234978
9.5 9.5 -5.7959
9.5 10.5 -3.014568
9.5 11.5 -1.776474
9.5 12.5 -1.48733
9.5 13.5 -1.172668
9.5 14.5 -1.261152
9.5 15.5 -2.08992
9.5 16.5 -0.97643
9.5 17.5 -2.828475
9.5 18.5 -0.978627
9.5 19.5 -0.901439
9.5 20.5 -0.599188
9.5 21.5 -0.906526
9.5 22.5 -0.938821
9.5 23.5 -0.950918
9.5 24.5 -1.119708
9.5 25.5 -1.153353
9.5 26.5 -1.189782
9.5 27.5 -1.667199
9.5 28.5 -2.153648
9.5 29.5 -2.935989
9.5 30.5 -3.332714
9.5 31.5 -2.911716
9.5 32.5 -2.033972
9.5 33.5 -3.251128
9.5 34.5 -3.448532
9.5 35.5 -5.92263
9.5 36.5 -3.363052
9.5 37.5 -0.150749
9.5 38.5 5.383447
9.5 39.5 20.919028
9.5 40.5 24.78564
9.5 41.5 9.80749
9.5 42.5 -0.333418
9.5 43.5 3.268482
9.5 44.5 10.237344
9.5 45.5 9.038214
9.5 46.5 9.32985
9.5 47.5 6.439868
9.5 48.5 4.456362
9.5 49.5 7.60767
9.5 50.5 8.022556
9.5 51.5 7.765082
9.5 52.5 6.9184
9.5 53.5 4.7955
9.5 54.5 2.233664
9.5 55.5 2.073978
9.5 56.5 2.449339
9.5 58.5 1.730869
9.5 59.5 5.9976
9.5 60.5 10.68385
9.5 61.5 14.163835
9.5 62.5 19.764005
9.5 63.5 10.008362
10.5 -18.5 -0.017096
10.5 -17.5 -0.01878
10.5 -16.5 -0.014538
10.5 -15.5 -0.00924
10.5 -2.5 2.059344
10.5 -1.5 1.759806
10.5 1.5 -1.675044
10.5 2.5 -5.0337
10.5 3.5 -10.402405
10.5 4.5 -15.62837
10.5 5.5 -15.83372
10.5 6.5 -14.446923
10.5 7.5 -12.957582
10.5 8.5 -11.657334
10.5 9.5 -6.63546
10.5 10.5 -2.870784
10.5 11.5 -1.9584
10.5 12.5 -1.837976
10.5 13.5 -1.316927
10.5 14.5 -1.046592
10.5 15.5 -1.260132
10.5 16.5 -0.919392
10.5 17.5 -1.227666
10.5 18.5 -1.045002
10.5 19.5 -1.053375
10.5 20.5 -0.59325
10.5 21.5 -0.50728
10.5 22.5 -0.753844
10.5 23.5 -0.83675
10.5 24.5 -1.000635
10.5 25.5 -1.20528
10.5 26.5 -1.427904
10.5 27.5 -1.804365
10.5 28.5 -2.47845
10.5 29.5 -3.931558
10.5 30.5 -5.213702
10.5 31.5 -5.549775
10.5 32.5 -3.779358
10.5 33.5 -3.513321
10.5 34.5 -2.653082
10.5 35.5 -5.029752
10.5 36.5 -1.7853
10.5 37.5 -0.19912
10.5 38.5 4.29408
10.5 39.5 14.678622
10.5 40.5 14.656302
10.5 41.5 5.351463
10.5 42.5 2.8972
10.5 43.5 8.66844
10.5 44.5 11.083164
10.5 45.5 8.626972
10.5 46.5 7.005726
10.5 47.5 5.62157
10.5 48.5 5.425976
10.5 49.5 7.84346
10.5 50.5 8.540015
10.5 51.5 8.394145
10.5 52.5 7.401834
10.5 53.5 5.833449
10.5 54.5 2.21521
10.5 55.5 1.84923
10.5 57.5 -0.09603
10.5 58.5 1.07919
10.5 59.5 3.85004
10.5 60.5 7.36041
10.5 61.5 10.518956
10.5 62.5 16.715112
10.5 63.5 17.327931
10.5 64.5 7.581122
10.5 78.5 -0.101245
10.5 79.5 -0.057417
11.5 -20.5 -0.02618
11.5 -19.5 1.37144
11.5 -18.5 2.529587
11.5 -17.5 3.453642
11.5 -16.5 2.703612
11.5 -15.5 4.75017
11.5 -14.5 4.19236
11.5 -13.5 1.114092
11.5 -12.5 -0.003849
11.5 -5.5 1.024672
11.5 -4.5 1.08373
11.5 -3.5 2.60958
11.5 -2.5 2.872192
11.5 -1.5 1.724198
11.5 1.5 -3.069664
11.5 2.5 -7.01064
11.5 3.5 -12.636714
11.5 4.5 -15.602016
11.5 5.5 -18.599328
11.5 6.5 -14.71526
11.5 7.5 -12.557104
11.5 8.5 -12.448799
11.5 9.5 -6.85203
11.5 10.5 -2.694208
11.5 11.5 -2.037875
11.5 12.5 -2.0724
11.5 13.5 -1.24336
11.5 14.5 -0.732282
11.5 15.5 -0.562326
11.5 16.5 -0.90858
11.5 17.5 -0.87318
11.5 18.5 -0.992144
11.5 19.5 -0.807525
11.5 20.5 -0.944851
11.5 21.5 -0.599454
11.5 22.5 -0.770421
11.5 23.5 -0.829062
11.5 24.5 -0.945517
11.5 25.5 -1.1189
11.5 26.5 -1.31776
11.5 27.5 -1.516298
11.5 28.5 -2.4388
11.5 29.5 -4.38513
11.5 30.5 -7.109343
11.5 31.5 -9.434025
11.5 32.5 -8.351232
11.5 33.5 -1.834677
11.5 34.5 -0.70455
11.5 35.5 -4.070565
11.5 36.5 -0.09688
11.5 40.5 -0.102182
11.5 42.5 8.163616
11.5 43.5 12.96834
11.5 44.5 9.50844
11.5 45.5 8.408944
11.5 46.5 3.927338
11.5 47.5 4.6404
11.5 48.5 6.643025
11.5 49.5 7.85631
11.5 50.5 8.645451
11.5 51.5 8.495828
11.5 52.5 7.915336
11.5 53.5 5.86656
11.5 55.5 1.288854
11.5 58.5 3.384756
11.5 59.5 4.78764
11.5 60.5 6.477936
11.5 61.5 9.284441
11.5 62.5 13.72222
11.5 63.5 20.67579
11.5 64.5 19.31474
11.5 65.5 1.757189
11.5 78.5 -0.20751
11.5 79.5 -0.54726
11.5 80.5 -0.03336
12.5 -70.5 32767
12.5 -20.5 -0.114927
12.5 -19.5 6.35392
12.5 -18.5 12.029925
12.5 -17.5 16.95636
12.5 -16.5 13.883661
12.5 -15.5 25.182588
12.5 -14.5 23.121099
12.5 -13.5 6.278094
12.5 -12.5 -0.014808
12.5 -6.5 2.634324
12.5 -5.5 4.18746
12.5 -4.5 3.38635
12.5 -3.5 3.61194
12.5 -2.5 2.504062
12.5 -1.5 1.35415
12.5 -0.5 -1.31264
12.5 1.5 -5.7399
12.5 2.5 -7.064202
12.5 3.5 -11.886928
12.5 4.5 -12.504724
12.5 5.5 -13.60149
12.5 6.5 -13.070288
12.5 7.5 -12.372099
12.5 8.5 -11.209486
12.5 9.5 -6.238635
12.5 10.5 -3.382446
12.5 11.5 -2.569857
12.5 12.5 -1.396603
12.5 13.5 -1.198912
12.5 14.5 -1.059168
12.5 15.5 -0.415487
12.5 16.5 -1.87758
12.5 17.5 -0.681948
12.5 18.5 -1.30678
12.5 19.5 -1.076868
12.5 20.5 -1.741874
12.5 21.5 -0.87462
12.5 22.5 -0.555513
12.5 23.5 -0.705
12.5 24.5 -0.867888
12.5 25.5 -0.571986
12.5 26.5 -0.52404
12.5 27.5 -0.82935
12.5 28.5 -1.399784
12.5 29.5 -3.982998
12.5 30.5 -8.388333
12.5 31.5 -13.370274
12.5 32.5 -19.539951
12.5 40.5 -0.500002
12.5 41.5 1.612049
12.5 42.5 9.984795
12.5 43.5 11.642574
12.5 44.5 2.566036
12.5 45.5 7.292916
12.5 46.5 3.803196
12.5 47.5 4.11904
12.5 48.5 8.09844
12.5 49.5 7.99395
12.5 50.5 8.372822
12.5 51.5 8.233288
12.5 52.5 7.827924
12.5 53.5 5.209386
12.5 54.5 -0.23902
12.5 55.5 -0.076025
12.5 56.5 2.940426
12.5 57.5 5.987416
12.5 58.5 5.353824
12.5 59.5 4.399626
12.5 60.5 5.66398
12.5 61.5 8.534064
12.5 62.5 12.075896
12.5 63.5 19.987625
12.5 64.5 26.404588
12.5 65.5 8.738496
12.5 66.5 -0.008636
12.5 78.5 -0.063555
12.5 79.5 -2.209899
12.5 80.5 -0.152145
13.5 -23.5 1.833191
13.5 -22.5 3.685752
13.5 -21.5 2.8495
13.5 -20.5 3.758566
13.5 -19.5 5.749504
13.5 -18.5 12.5928
13.5 -17.5 22.064864
13.5 -16.5 13.873664
13.5 -15.5 19.906125
13.5 -14.5 39.48129
13.5 -13.5 31.81773
13.5 -12.5 22.087922
13.5 -11.5 2.36901
13.5 -10.5 2.26947
13.5 -9.5 3.832682
13.5 -8.5 4.452395
13.5 -7.5 2.990988
13.5 -6.5 3.002805
13.5 -5.5 12.432615
13.5 -4.5 6.91895
13.5 -3.5 2.960654
13.5 -2.5 1.93961
13.5 -0.5 -1.807575
13.5 1.5 -11.156264
13.5 2.5 -8.744256
13.5 3.5 -9.814245
13.5 4.5 -9.987758
13.5 5.5 -10.191498
13.5 6.5 -10.802772
13.5 7.5 -11.868027
13.5 8.5 -11.893132
13.5 9.5 -7.1595
13.5 10.5 -4.8741
13.5 11.5 -3.391785
13.5 12.5 -1.8656
13.5 13.5 -0.754589
13.5 14.5 -0.764325
13.5 15.5 -0.315663
13.5 16.5 -0.771768
13.5 17.5 -0.750336
13.5 18.5 -0.875358
13.5 19.5 -1.07865
13.5 20.5 -1.25208
13.5 21.5 -0.898163
13.5 22.5 -0.677987
13.5 23.5 -0.739211
13.5 24.5 -0.820636
13.5 25.5 -0.32592
13.5 27.5 -0.089352
13.5 28.5 -1.09618
13.5 29.5 -3.504009
13.5 30.5 -6.675
13.5 31.5 -8.482588
13.5 32.5 -26.596248
13.5 33.5 -0.734305
13.5 36.5 -0.166221
13.5 37.5 2.978352
13.5 38.5 1.660581
13.5 40.5 3.0786
13.5 41.5 10.1543
13.5 42.5 10.39626
13.5 43.5 3.974608
13.5 45.5 7.087803
13.5 46.5 3.592746
13.5 47.5 4.473081
13.5 48.5 8.26496
13.5 49.5 7.339206
13.5 50.5 8.36352
13.5 51.5 7.819812
13.5 52.5 7.683676
13.5 53.5 5.166716
13.5 54.5 -0.104005
13.5 55.5 1.612233
13.5 56.5 6.12408
13.5 57.5 7.646403
13.5 58.5 6.850764
13.5 59.5 5.080491
13.5 60.5 5.555704
13.5 61.5 7.051556
13.5 62.5 8.096652
13.5 63.5 13.556352
13.5 64.5 24.181122
13.5 65.5 24.245871
13.5 66.5 16.664949
13.5 77.5 -0.062148
13.5 78.5 -146.570635
13.5 79.5 -15.207696
13.5 80.5 -0.051306
14.5 -23.5 1.45328
14.5 -22.5 3.832179
14.5 -21.5 4.521372
14.5 -20.5 5.335
14.5 -19.5 7.900277
14.5 -18.5 10.254675
14.5 -17.5 16.58608
14.5 -16.5 18.764343
14.5 -15.5 17.250222
14.5 -14.5 35.198577
14.5 -13.5 29.385018
14.5 -12.5 17.464798
14.5 -11.5 7.101787
14.5 -10.5 8.2425
14.5 -9.5 7.128638
14.5 -8.5 4.568053
14.5 -7.5 2.988636
14.5 -6.5 2.650776
14.5 -5.5 7.261359
14.5 -4.5 8.623324
14.5 -3.5 3.17082
14.5 -2.5 1.276857
14.5 -0.5 -3.700209
14.5 1.5 -10.285306
14.5 2.5 -10.817928
14.5 3.5 -10.735684
14.5 4.5 -9.703075
14.5 5.5 -10.024819
14.5 6.5 -10.654792
14.5 7.5 -10.969728
14.5 8.5 -10.193975
14.5 9.5 -7.790832
14.5 10.5 -7.815885
14.5 11.5 -4.770523
14.5 12.5 -2.640844
14.5 13.5 -0.954915
14.5 14.5 -0.666216
14.5 15.5 -0.34164
14.5 16.5 -0.721656
14.5 17.5 -0.792
14.5 18.5 -0.819075
14.5 19.5 -0.974925
14.5 20.5 -0.92579
14.5 21.5 -0.878528
14.5 22.5 -0.789555
14.5 23.5 -0.70703
14.5 24.5 -0.69316
14.5 25.5 -0.266145
14.5 28.5 -0.55926
14.5 29.5 -2.70314
14.5 30.5 -5.189888
14.5 31.5 -6.710838
14.5 32.5 -20.644104
14.5 33.5 -0.3084
14.5 36.5 -0.04095
14.5 37.5 2.60691
14.5 39.5 -0.111251
14.5 40.5 5.9904
14.5 41.5 12.659696
14.5 42.5 6.598683
14.5 44.5 3.960411
14.5 45.5 7.341347
14.5 46.5 4.492345
14.5 47.5 3.574458
14.5 48.5 7.461558
14.5 49.5 7.143468
14.5 50.5 8.250704
14.5 51.5 7.036517
14.5 52.5 7.84043
14.5 53.5 5.299865
14.5 54.5 -0.020892
14.5 55.5 1.754302
14.5 56.5 6.252128
14.5 57.5 7.866276
14.5 58.5 7.439368
14.5 59.5 5.681952
14.5 60.5 5.42166
14.5 61.5 5.498346
14.5 62.5 5.65008
14.5 63.5 9.035136
14.5 64.5 16.607265
14.5 65.5 22.725125
14.5 66.5 20.95525
14.5 67.5 -0.12012
14.5 76.5 -0.09061
14.5 77.5 -127.335439
14.5 78.5 -114.640656
14.5 79.5 -7.84384
14.5 80.5 -0.017266
15.5 -70.5 32767
15.5 -23.5 1.803885
15.5 -22.5 3.423375
15.5 -21.5 4.320728
15.5 -20.5 4.498898
15.5 -19.5 7.410114
15.5 -18.5 11.59568
15.5 -17.5 11.759517
15.5 -16.5 18.66726
15.5 -15.5 14.44635
15.5 -14.5 23.84038
15.5 -13.5 19.837083
15.5 -12.5 11.110744
15.5 -11.5 11.077302
15.5 -10.5 11.177568
15.5 -9.5 7.7349
15.5 -8.5 3.841992
15.5 -7.5 2.580669
15.5 -6.5 2.461904
15.5 -5.5 2.876536
15.5 -4.5 6.31174
15.5 -3.5 7.652281
15.5 -2.5 3.1218
15.5 -1.5 -0.563022
15.5 -0.5 -4.34898
15.5 1.5 -8.880432
15.5 2.5 -9.66815
15.5 3.5 -12.112158
15.5 4.5 -10.18065
15.5 5.5 -10.4572
15.5 6.5 -11.666512
15.5 7.5 -11.434203
15.5 8.5 -10.638144
15.5 9.5 -9.682464
15.5 10.5 -10.402665
15.5 11.5 -6.393966
15.5 12.5 -3.627
15.5 13.5 -1.319855
15.5 14.5 -0.604578
15.5 15.5 -0.32922
15.5 16.5 -0.74202
15.5 17.5 -0.66907
15.5 18.5 -0.832372
15.5 19.5 -0.742959
15.5 20.5 -0.828604
15.5 21.5 -1.09428
15.5 22.5 -0.938161
15.5 23.5 -0.61899
15.5 24.5 -0.53889
15.5 25.5 -0.2241
15.5 28.5 -0.23645
15.5 29.5 -1.508906
15.5 30.5 -2.944779
15.5 31.5 -4.5356
15.5 32.5 -8.248496
15.5 37.5 1.015256
15.5 38.5 3.900862
15.5 39.5 10.52627
15.5 40.5 11.382392
15.5 41.5 9.818313
15.5 42.5 2.399607
15.5 43.5 2.491542
15.5 44.5 8.547228
15.5 45.5 8.72592
15.5 46.5 6.60014
15.5 47.5 4.509225
15.5 48.5 6.57504
15.5 49.5 6.638016
15.5 50.5 7.540638
15.5 51.5 6.016461
15.5 52.5 6.808964
15.5 53.5 4.862085
15.5 56.5 3.939026
15.5 57.5 6.49484
15.5 58.5 7.373394
15.5 59.5 6.27067
15.5 60.5 5.300438
15.5 61.5 4.811198
15.5 62.5 4.987171
