HDR  Longitude  Latitude  Scaled Anomaly
HDR filename=GRCTellus.JPL.20070416.LND.RL05_1.DSTvSCS1411.txt
HDR institution=JPL / GRACE-TELLUS
HDR variable=Liquid_Water_Equivalent_Thickness
HDR units=cm
HDR _FillValue=32767.0
HDR platform=GRACE
HDR sensor=GRACE
HDR time_mean_removed=2004.000 to 2009.999
HDR data_source=GRACE JPL RL05.1 + Sean C. Swenson
HDR data_source_version=DSTvSCS1411
HDR Longitudes= LON1_NLONS_DLON=0.5. 360 1.
HDR Latitudes= LAT1_NLATS_DLAT=-89.5 180 1.
HDR time_format=year month day
HDR postprocess1=DESTRIPED
HDR filter= gaussian
HDR Filter_Width_KM= 300
HDR Filter_Max_Degree= 60
HDR label=GRC-RL05_1-DSTvSCS1411-g300km_n=060
HDR Mask=LAND ONLY PIXELS
HDR DATE_CREATED=Wed Nov 26 13:22:14 2014
0.5 4.5 -0.31766
0.5 5.5 -4.62411
0.5 6.5 -17.15425
0.5 7.5 -25.88256
0.5 8.5 -23.452302
0.5 9.5 -18.386696
0.5 10.5 -14.799415
0.5 11.5 -12.764144
0.5 12.5 -10.096513
0.5 13.5 -4.094524
0.5 14.5 -1.669836
0.5 15.5 -1.94304
0.5 16.5 -2.39847
0.5 17.5 -0.847044
0.5 18.5 -0.161024
0.5 19.5 -0.241162
0.5 20.5 -0.479703
0.5 22.5 -0.057514
0.5 25.5 -0.003354
0.5 26.5 -0.019104
0.5 27.5 -0.12084
0.5 28.5 -0.106413
0.5 29.5 -0.071808
0.5 30.5 -0.068907
0.5 31.5 -0.070366
0.5 32.5 -0.11224
0.5 33.5 -0.214837
0.5 34.5 -0.541692
0.5 35.5 -0.287448
0.5 39.5 1.27194
0.5 40.5 2.081079
0.5 41.5 4.145212
0.5 42.5 5.33715
0.5 43.5 5.32312
0.5 44.5 6.07825
0.5 45.5 6.02985
0.5 46.5 5.291438
0.5 47.5 4.579921
0.5 48.5 3.068208
0.5 49.5 1.456356
0.5 53.5 -0.137414
1.5 5.5 -4.240166
1.5 6.5 -16.489396
1.5 7.5 -21.992792
1.5 8.5 -19.791564
1.5 9.5 -16.900032
1.5 10.5 -15.163934
