HDR  Longitude  Latitude  Scaled Anomaly
HDR filename=GRCTellus.JPL.20100817.LND.RL05_1.DSTvSCS1411.txt
HDR institution=JPL / GRACE-TELLUS
HDR variable=Liquid_Water_Equivalent_Thickness
HDR units=cm
HDR _FillValue=32767.0
HDR platform=GRACE
HDR sensor=GRACE
HDR time_mean_removed=2004.000 to 2009.999
HDR data_source=GRACE JPL RL05.1 + Sean C. Swenson
HDR data_source_version=DSTvSCS1411
HDR Longitudes= LON1_NLONS_DLON=0.5. 360 1.
HDR Latitudes= LAT1_NLATS_DLAT=-89.5 180 1.
HDR time_format=year month day
HDR postprocess1=DESTRIPED
HDR filter= gaussian
HDR Filter_Width_KM= 300
HDR Filter_Max_Degree= 60
HDR label=GRC-RL05_1-DSTvSCS1411-g300km_n=060
HDR Mask=LAND ONLY PIXELS
HDR DATE_CREATED=Wed Nov 26 13:22:14 2014
0.5 5.5 2.578882
0.5 6.5 10.108796
0.5 7.5 16.098192
0.5 8.5 15.77525
0.5 9.5 13.870874
0.5 10.5 12.935987
0.5 11.5 13.092352
0.5 12.5 11.986793
0.5 13.5 5.442485
0.5 14.5 2.393205
0.5 15.5 2.911524
0.5 16.5 3.65211
0.5 17.5 1.239194
0.5 20.5 -0.704685
0.5 23.5 -0.369576
0.5 24.5 -0.56429
0.5 26.5 -0.116832
0.5 27.5 -0.369834
0.5 28.5 -0.253827
0.5 29.5 -0.155936
0.5 30.5 -0.15164
0.5 31.5 -0.17818
0.5 32.5 -0.31418
0.5 33.5 -0.566804
0.5 34.5 -1.412216
0.5 35.5 -1.383648
0.5 36.5 -0.35305
0.5 37.5 -0.02064
0.5 38.5 -0.165804
0.5 39.5 -0.54352
0.5 40.5 -1.359358
0.5 41.5 -4.002542
0.5 42.5 -7.07574
0.5 43.5 -8.6388
0.5 44.5 -10.73585
0.5 45.5 -10.938741
0.5 46.5 -10.020536
0.5 47.5 -9.736752
0.5 48.5 -8.233368
0.5 49.5 -5.72418
0.5 50.5 -0.303826
0.5 51.5 -4.456708
0.5 52.5 -5.8487
0.5 53.5 -1.539145
1.5 5.5 2.217152
1.5 6.5 9.357985
1.5 7.5 13.399792
