HDR  Longitude  Latitude  Scaled Anomaly
HDR filename=GRCTellus.JPL.20060817.LND.RL05_1.DSTvSCS1411.txt
HDR institution=JPL / GRACE-TELLUS
HDR variable=Liquid_Water_Equivalent_Thickness
HDR units=cm
HDR _FillValue=32767.0
HDR platform=GRACE
HDR sensor=GRACE
HDR time_mean_removed=2004.000 to 2009.999
HDR data_source=GRACE JPL RL05.1 + Sean C. Swenson
HDR data_source_version=DSTvSCS1411
HDR Longitudes= LON1_NLONS_DLON=0.5. 360 1.
HDR Latitudes= LAT1_NLATS_DLAT=-89.5 180 1.
HDR time_format=year month day
HDR postprocess1=DESTRIPED
HDR filter= gaussian
HDR Filter_Width_KM= 300
HDR Filter_Max_Degree= 60
HDR label=GRC-RL05_1-DSTvSCS1411-g300km_n=060
HDR Mask=LAND ONLY PIXELS
HDR DATE_CREATED=Wed Nov 26 13:22:14 2014
0.5 8.5 1.535694
0.5 9.5 2.916617
0.5 10.5 4.229807
0.5 11.5 5.572792
0.5 12.5 6.080767
0.5 13.5 3.218833
0.5 14.5 1.693011
0.5 15.5 2.589708
0.5 16.5 4.2966
0.5 17.5 2.026024
0.5 20.5 2.764434
0.5 21.5 -0.06342
0.5 22.5 -0.500342
0.5 25.5 -0.142244
0.5 33.5 -0.053546
0.5 34.5 -1.1744
0.5 35.5 -2.252488
0.5 36.5 -0.991875
0.5 37.5 -0.081915
0.5 38.5 -0.536772
0.5 39.5 -1.19712
0.5 40.5 -2.374099
0.5 41.5 -6.198363
0.5 42.5 -10.004925
0.5 43.5 -11.0216
0.5 44.5 -12.1852
0.5 45.5 -11.158188
0.5 46.5 -9.556152
0.5 47.5 -9.077958
0.5 48.5 -7.624188
0.5 49.5 -5.119312
0.5 50.5 -0.250463
0.5 51.5 -3.34985
0.5 52.5 -4.191432
0.5 53.5 -1.123116
1.5 8.5 1.592748
1.5 9.5 2.804568
1.5 10.5 4.351932
1.5 11.5 5.854156
1.5 12.5 6.531602
1.5 13.5 3.84434
1.5 14.5 4.578717
1.5 15.5 4.371846
1.5 16.5 1.141858
1.5 17.5 2.552532
1.5 20.5 2.015182
1.5 21.5 -0.23353
1.5 22.5 -0.37605
