HDR  Longitude  Latitude  Scaled Anomaly
HDR filename=GRCTellus.JPL.20141117.LND.RL05_1.DSTvSCS1411.txt
HDR institution=JPL / GRACE-TELLUS
HDR variable=Liquid_Water_Equivalent_Thickness
HDR units=cm
HDR _FillValue=32767.0
HDR platform=GRACE
HDR sensor=GRACE
HDR time_mean_removed=2004.000 to 2009.999
HDR data_source=GRACE JPL RL05.1 + Sean C. Swenson
HDR data_source_version=DSTvSCS1411
HDR Longitudes= LON1_NLONS_DLON=0.5. 360 1.
HDR Latitudes= LAT1_NLATS_DLAT=-89.5 180 1.
HDR time_format=year month day
HDR postprocess1=DESTRIPED
HDR filter= gaussian
HDR Filter_Width_KM= 300
HDR Filter_Max_Degree= 60
HDR label=GRC-RL05_1-DSTvSCS1411-g300km_n=060
HDR Mask=LAND ONLY PIXELS
HDR DATE_CREATED=Tue Feb  3 15:08:32 2015
0.5 5.5 3.470852
0.5 6.5 12.883714
0.5 7.5 19.148976
0.5 8.5 17.17907
0.5 9.5 13.729383
0.5 10.5 11.850442
0.5 11.5 11.555844
0.5 12.5 10.611944
0.5 13.5 4.915591
0.5 14.5 2.161146
0.5 15.5 2.424246
0.5 16.5 2.20224
0.5 18.5 -0.244644
0.5 19.5 -1.002708
0.5 20.5 -4.716864
0.5 22.5 1.215244
0.5 23.5 -0.870696
0.5 24.5 -1.46584
0.5 26.5 -0.40992
0.5 27.5 -1.380438
0.5 28.5 -0.996822
0.5 29.5 -0.683936
0.5 30.5 -0.785406
0.5 31.5 -0.979688
0.5 32.5 -1.39104
0.5 33.5 -1.75004
0.5 34.5 -2.98738
0.5 35.5 -1.796144
0.5 36.5 -0.08855
0.5 43.5 1.73696
0.5 44.5 2.4354
0.5 45.5 2.198424
0.5 46.5 1.427618
0.5 49.5 -0.128502
0.5 50.5 -0.015914
0.5 51.5 -0.32091
0.5 52.5 -0.444992
0.5 53.5 -0.088183
1.5 5.5 3.087
1.5 6.5 12.1989
1.5 7.5 16.342564
1.5 8.5 14.889088
1.5 9.5 13.244268
1.5 10.5 12.924516
1.5 11.5 12.90401
1.5 12.5 11.80011
1.5 13.5 5.832308
1.5 14.5 5.53354
