HDR  Longitude  Latitude  Scaled Anomaly
HDR filename=GRCTellus.JPL.20050416.LND.RL05_1.DSTvSCS1411.txt
HDR institution=JPL / GRACE-TELLUS
HDR variable=Liquid_Water_Equivalent_Thickness
HDR units=cm
HDR _FillValue=32767.0
HDR platform=GRACE
HDR sensor=GRACE
HDR time_mean_removed=2004.000 to 2009.999
HDR data_source=GRACE JPL RL05.1 + Sean C. Swenson
HDR data_source_version=DSTvSCS1411
HDR Longitudes= LON1_NLONS_DLON=0.5. 360 1.
HDR Latitudes= LAT1_NLATS_DLAT=-89.5 180 1.
HDR time_format=year month day
HDR postprocess1=DESTRIPED
HDR filter= gaussian
HDR Filter_Width_KM= 300
HDR Filter_Max_Degree= 60
HDR label=GRC-RL05_1-DSTvSCS1411-g300km_n=060
HDR Mask=LAND ONLY PIXELS
HDR DATE_CREATED=Wed Nov 26 13:22:14 2014
0.5 4.5 -0.27888
0.5 5.5 -3.722208
0.5 6.5 -13.447769
0.5 7.5 -20.61576
0.5 8.5 -19.636464
0.5 9.5 -16.701883
0.5 10.5 -14.994704
0.5 11.5 -14.677192
0.5 12.5 -13.203386
0.5 13.5 -6.030262
0.5 14.5 -2.742066
0.5 15.5 -3.562746
0.5 16.5 -4.98759
0.5 17.5 -2.036144
0.5 18.5 -0.45066
0.5 19.5 -0.802028
0.5 20.5 -2.248527
0.5 23.5 -0.231552
0.5 24.5 -0.473405
0.5 26.5 -0.179136
0.5 27.5 -0.644586
0.5 28.5 -0.496041
0.5 29.5 -0.363616
0.5 30.5 -0.42593
0.5 31.5 -0.478066
0.5 32.5 -0.51198
0.5 33.5 -0.40486
0.5 34.5 -0.369936
0.5 35.5 -0.141288
0.5 36.5 -0.05175
0.5 37.5 -0.007224
0.5 38.5 -0.065436
0.5 39.5 -0.16813
0.5 40.5 -0.342069
0.5 41.5 -0.7782
0.5 42.5 -0.687225
0.5 44.5 2.4231
0.5 45.5 4.149723
0.5 46.5 4.70733
0.5 47.5 4.635751
0.5 48.5 3.3462
0.5 49.5 1.734128
0.5 53.5 -0.07574
1.5 5.5 -3.247524
1.5 6.5 -12.68246
1.5 7.5 -17.47023
1.5 8.5 -16.603724
