HDR  Longitude  Latitude  Scaled Anomaly
HDR filename=GRCTellus.JPL.20120216.LND.RL05_1.DSTvSCS1411.txt
HDR institution=JPL / GRACE-TELLUS
HDR variable=Liquid_Water_Equivalent_Thickness
HDR units=cm
HDR _FillValue=32767.0
HDR platform=GRACE
HDR sensor=GRACE
HDR time_mean_removed=2004.000 to 2009.999
HDR data_source=GRACE JPL RL05.1 + Sean C. Swenson
HDR data_source_version=DSTvSCS1411
HDR Longitudes= LON1_NLONS_DLON=0.5. 360 1.
HDR Latitudes= LAT1_NLATS_DLAT=-89.5 180 1.
HDR time_format=year month day
HDR postprocess1=DESTRIPED
HDR filter= gaussian
HDR Filter_Width_KM= 300
HDR Filter_Max_Degree= 60
HDR label=GRC-RL05_1-DSTvSCS1411-g300km_n=060
HDR Mask=LAND ONLY PIXELS
HDR DATE_CREATED=Wed Nov 26 13:22:14 2014
0.5 4.5 -0.002065
0.5 6.5 3.255237
0.5 7.5 3.633696
0.5 9.5 -2.003465
0.5 10.5 -3.636303
0.5 11.5 -4.311664
0.5 12.5 -3.611314
0.5 13.5 -1.299596
0.5 14.5 -0.456393
0.5 15.5 -0.590502
0.5 16.5 -1.14948
0.5 17.5 -0.696762
0.5 18.5 -0.205276
0.5 19.5 -0.442188
0.5 20.5 -1.514103
0.5 23.5 -0.195264
0.5 24.5 -0.24382
0.5 26.5 -0.05904
0.5 27.5 -0.309414
0.5 28.5 -0.331563
0.5 29.5 -0.287232
0.5 30.5 -0.34119
0.5 31.5 -0.352736
0.5 32.5 -0.35144
0.5 33.5 -0.335642
0.5 34.5 -0.700236
0.5 35.5 -0.951664
0.5 36.5 -0.43585
0.5 37.5 -0.041925
0.5 38.5 -0.311436
0.5 39.5 -0.69144
0.5 40.5 -1.189279
0.5 41.5 -2.394262
0.5 42.5 -2.56326
0.5 43.5 -1.37264
0.5 44.5 -0.205
0.5 46.5 -0.569596
0.5 47.5 -2.432327
0.5 48.5 -4.276272
0.5 49.5 -4.44565
0.5 50.5 -0.279955
0.5 51.5 -4.252902
0.5 52.5 -5.8487
0.5 53.5 -1.943272
1.5 6.5 2.050734
1.5 7.5 2.050422
