HDR  Longitude  Latitude  Scaled Anomaly
HDR filename=GRCTellus.JPL.20080117.LND.RL05_1.DSTvSCS1411.txt
HDR institution=JPL / GRACE-TELLUS
HDR variable=Liquid_Water_Equivalent_Thickness
HDR units=cm
HDR _FillValue=32767.0
HDR platform=GRACE
HDR sensor=GRACE
HDR time_mean_removed=2004.000 to 2009.999
HDR data_source=GRACE JPL RL05.1 + Sean C. Swenson
HDR data_source_version=DSTvSCS1411
HDR Longitudes= LON1_NLONS_DLON=0.5. 360 1.
HDR Latitudes= LAT1_NLATS_DLAT=-89.5 180 1.
HDR time_format=year month day
HDR postprocess1=DESTRIPED
HDR filter= gaussian
HDR Filter_Width_KM= 300
HDR Filter_Max_Degree= 60
HDR label=GRC-RL05_1-DSTvSCS1411-g300km_n=060
HDR Mask=LAND ONLY PIXELS
HDR DATE_CREATED=Wed Nov 26 13:22:14 2014
0.5 6.5 1.532834
0.5 8.5 -1.366952
0.5 9.5 -2.091451
0.5 10.5 -2.224549
0.5 11.5 -2.014208
0.5 12.5 -1.284731
0.5 13.5 -0.239549
0.5 17.5 -0.034914
0.5 18.5 -0.092204
0.5 19.5 -0.392018
0.5 20.5 -1.918812
0.5 23.5 -0.356184
0.5 24.5 -0.592395
0.5 26.5 -0.160416
0.5 27.5 -0.547596
0.5 28.5 -0.422571
0.5 29.5 -0.329824
0.5 30.5 -0.452021
0.5 31.5 -0.676782
0.5 32.5 -1.12424
0.5 33.5 -1.6325
0.5 34.5 -3.355848
0.5 35.5 -2.908584
0.5 36.5 -0.67275
0.5 37.5 -0.029498
0.5 38.5 -0.136776
0.5 39.5 -0.34529
0.5 40.5 -0.77714
0.5 41.5 -1.916966
0.5 42.5 -2.354415
0.5 43.5 -1.27144
0.5 45.5 2.435664
0.5 46.5 3.68242
0.5 47.5 4.63389
0.5 48.5 4.368936
0.5 49.5 2.859494
0.5 53.5 -0.053559
0.5 54.5 1.4e-05
1.5 6.5 1.468264
1.5 8.5 -1.126292
1.5 9.5 -1.886088
1.5 10.5 -2.263486
1.5 11.5 -2.140404
1.5 12.5 -1.422288
1.5 13.5 -0.311956
1.5 17.5 -0.120148
1.5 18.5 -0.179564
