HDR  Longitude  Latitude  Scaled Anomaly
HDR filename=GRCTellus.JPL.20030117.LND.RL05_1.DSTvSCS1411.txt
HDR institution=JPL / GRACE-TELLUS
HDR variable=Liquid_Water_Equivalent_Thickness
HDR units=cm
HDR _FillValue=32767.0
HDR platform=GRACE
HDR sensor=GRACE
HDR time_mean_removed=2004.000 to 2009.999
HDR data_source=GRACE JPL RL05.1 + Sean C. Swenson
HDR data_source_version=DSTvSCS1411
HDR Longitudes= LON1_NLONS_DLON=0.5. 360 1.
HDR Latitudes= LAT1_NLATS_DLAT=-89.5 180 1.
HDR time_format=year month day
HDR postprocess1=DESTRIPED
HDR filter= gaussian
HDR Filter_Width_KM= 300
HDR Filter_Max_Degree= 60
HDR label=GRC-RL05_1-DSTvSCS1411-g300km_n=060
HDR Mask=LAND ONLY PIXELS
HDR DATE_CREATED=Wed Nov 26 13:22:14 2014
0.5 4.5 -0.1736
0.5 5.5 -2.97005
0.5 6.5 -10.249519
0.5 7.5 -12.998304
0.5 8.5 -9.88346
0.5 9.5 -7.471676
0.5 10.5 -7.335884
0.5 11.5 -8.936924
0.5 12.5 -9.894297
0.5 13.5 -5.094257
0.5 14.5 -2.306994
0.5 15.5 -2.508242
0.5 16.5 -2.1483
0.5 17.5 -0.209484
0.5 19.5 -0.135978
0.5 20.5 -2.279559
0.5 22.5 1.156538
0.5 23.5 -0.771768
0.5 24.5 -0.873445
0.5 26.5 -0.006912
0.5 27.5 -0.05247
0.5 28.5 -0.259515
0.5 29.5 -0.383328
0.5 30.5 -0.589612
0.5 31.5 -0.652924
0.5 32.5 -0.4876
0.5 33.5 -0.040486
0.5 35.5 -0.212744
0.5 36.5 -0.389275
0.5 37.5 -0.031949
0.5 38.5 -0.016482
0.5 40.5 1.36318
0.5 41.5 3.64457
0.5 42.5 5.77269
0.5 43.5 7.13184
0.5 44.5 10.41605
0.5 45.5 13.32498
0.5 46.5 15.112434
0.5 47.5 17.279385
0.5 48.5 16.102944
0.5 49.5 11.483406
0.5 51.5 8.34366
0.5 52.5 11.064268
0.5 53.5 3.236803
0.5 54.5 -0.035133
1.5 5.5 -2.815001
1.5 6.5 -9.676695
