HDR  Longitude  Latitude  Scaled Anomaly
HDR filename=GRCTellus.JPL.20060317.LND.RL05_1.DSTvSCS1411.txt
HDR institution=JPL / GRACE-TELLUS
HDR variable=Liquid_Water_Equivalent_Thickness
HDR units=cm
HDR _FillValue=32767.0
HDR platform=GRACE
HDR sensor=GRACE
HDR time_mean_removed=2004.000 to 2009.999
HDR data_source=GRACE JPL RL05.1 + Sean C. Swenson
HDR data_source_version=DSTvSCS1411
HDR Longitudes= LON1_NLONS_DLON=0.5. 360 1.
HDR Latitudes= LAT1_NLATS_DLAT=-89.5 180 1.
HDR time_format=year month day
HDR postprocess1=DESTRIPED
HDR filter= gaussian
HDR Filter_Width_KM= 300
HDR Filter_Max_Degree= 60
HDR label=GRC-RL05_1-DSTvSCS1411-g300km_n=060
HDR Mask=LAND ONLY PIXELS
HDR DATE_CREATED=Wed Nov 26 13:22:14 2014
0.5 4.5 -0.177415
0.5 5.5 -2.49828
0.5 6.5 -9.087682
0.5 7.5 -13.684176
0.5 8.5 -12.64147
0.5 9.5 -10.306252
0.5 10.5 -8.697452
0.5 11.5 -7.760096
0.5 12.5 -6.096153
0.5 13.5 -2.29307
0.5 14.5 -0.778062
0.5 15.5 -0.59202
0.5 16.5 -0.06417
0.5 20.5 3.569973
0.5 21.5 -0.111825
0.5 22.5 -1.031676
0.5 24.5 1.330425
0.5 25.5 -0.316308
0.5 27.5 1.1607
0.5 31.5 1.201356
0.5 32.5 2.03734
0.5 33.5 3.161826
0.5 34.5 7.4134
0.5 35.5 8.10376
0.5 36.5 2.7186
0.5 38.5 1.02213
0.5 39.5 1.7286
0.5 40.5 2.540356
0.5 41.5 5.225613
0.5 42.5 7.39347
0.5 43.5 8.0224
0.5 44.5 9.66985
0.5 45.5 10.284354
0.5 46.5 10.372452
0.5 47.5 11.305575
0.5 48.5 10.3818
0.5 49.5 7.10655
0.5 51.5 3.275534
0.5 52.5 2.458908
1.5 5.5 -2.386251
1.5 6.5 -9.104116
1.5 7.5 -11.942948
1.5 8.5 -10.742552
1.5 9.5 -9.374904
1.5 10.5 -8.737778
1.5 11.5 -7.974806
1.5 12.5 -6.341034
1.5 13.5 -2.579816
