HDR  Longitude  Latitude  Scaled Anomaly
HDR filename=GRCTellus.JPL.20050117.LND.RL05_1.DSTvSCS1411.txt
HDR institution=JPL / GRACE-TELLUS
HDR variable=Liquid_Water_Equivalent_Thickness
HDR units=cm
HDR _FillValue=32767.0
HDR platform=GRACE
HDR sensor=GRACE
HDR time_mean_removed=2004.000 to 2009.999
HDR data_source=GRACE JPL RL05.1 + Sean C. Swenson
HDR data_source_version=DSTvSCS1411
HDR Longitudes= LON1_NLONS_DLON=0.5. 360 1.
HDR Latitudes= LAT1_NLATS_DLAT=-89.5 180 1.
HDR time_format=year month day
HDR postprocess1=DESTRIPED
HDR filter= gaussian
HDR Filter_Width_KM= 300
HDR Filter_Max_Degree= 60
HDR label=GRC-RL05_1-DSTvSCS1411-g300km_n=060
HDR Mask=LAND ONLY PIXELS
HDR DATE_CREATED=Wed Nov 26 13:22:14 2014
0.5 4.5 -0.074165
0.5 5.5 -0.977156
0.5 6.5 -3.375026
0.5 7.5 -5.081472
0.5 8.5 -5.008376
0.5 9.5 -4.604997
0.5 10.5 -4.528741
0.5 11.5 -4.76576
0.5 12.5 -4.443257
0.5 13.5 -2.01995
0.5 14.5 -0.878178
0.5 15.5 -1.02465
0.5 16.5 -1.08159
0.5 17.5 -0.141174
0.5 20.5 2.014494
0.5 21.5 -0.045745
0.5 22.5 -0.174926
0.5 23.5 -0.056376
0.5 24.5 -0.29419
0.5 26.5 -0.033408
0.5 29.5 -0.030096
0.5 30.5 -0.182637
0.5 31.5 -0.375084
0.5 32.5 -0.50508
0.5 33.5 -0.249446
0.5 35.5 2.34668
0.5 36.5 1.106875
0.5 40.5 1.165073
0.5 41.5 2.466894
0.5 42.5 3.718155
0.5 43.5 4.33872
0.5 44.5 5.46325
0.5 45.5 5.677944
0.5 46.5 5.140876
0.5 47.5 4.605975
0.5 48.5 3.171168
0.5 49.5 1.425204
0.5 51.5 -0.355816
0.5 52.5 -1.523116
0.5 53.5 -0.790942
1.5 5.5 -0.931931
1.5 6.5 -3.623403
1.5 7.5 -4.913874
1.5 8.5 -4.689172
1.5 9.5 -4.478124
1.5 10.5 -4.695448
1.5 11.5 -4.930366
