HDR  Longitude  Latitude  Scaled Anomaly
HDR filename=GRCTellus.JPL.20070817.LND.RL05_1.DSTvSCS1411.txt
HDR institution=JPL / GRACE-TELLUS
HDR variable=Liquid_Water_Equivalent_Thickness
HDR units=cm
HDR _FillValue=32767.0
HDR platform=GRACE
HDR sensor=GRACE
HDR time_mean_removed=2004.000 to 2009.999
HDR data_source=GRACE JPL RL05.1 + Sean C. Swenson
HDR data_source_version=DSTvSCS1411
HDR Longitudes= LON1_NLONS_DLON=0.5. 360 1.
HDR Latitudes= LAT1_NLATS_DLAT=-89.5 180 1.
HDR time_format=year month day
HDR postprocess1=DESTRIPED
HDR filter= gaussian
HDR Filter_Width_KM= 300
HDR Filter_Max_Degree= 60
HDR label=GRC-RL05_1-DSTvSCS1411-g300km_n=060
HDR Mask=LAND ONLY PIXELS
HDR DATE_CREATED=Wed Nov 26 13:22:14 2014
0.5 5.5 1.27779
0.5 6.5 4.457779
0.5 7.5 7.440048
0.5 8.5 8.42292
0.5 9.5 8.886586
0.5 10.5 9.915008
0.5 11.5 11.72894
0.5 12.5 12.213187
0.5 13.5 6.156011
0.5 14.5 2.938281
0.5 15.5 3.778808
0.5 16.5 4.85274
0.5 17.5 1.670306
0.5 20.5 1.768824
0.5 21.5 -0.04816
0.5 22.5 -0.388592
0.5 25.5 -0.056416
0.5 29.5 -0.029568
0.5 30.5 -0.11373
0.5 31.5 -0.27784
0.5 32.5 -0.64216
0.5 33.5 -1.238088
0.5 34.5 -3.401356
0.5 35.5 -4.136328
0.5 36.5 -1.463375
0.5 37.5 -0.102942
0.5 38.5 -0.556206
0.5 39.5 -0.97868
0.5 40.5 -1.544088
0.5 41.5 -3.306053
0.5 42.5 -4.400025
0.5 43.5 -3.86216
0.5 44.5 -3.14265
0.5 45.5 -1.864311
0.5 46.5 -0.874348
0.5 47.5 -0.407559
0.5 48.5 -0.277992
0.5 49.5 -0.390698
0.5 50.5 -0.044603
0.5 51.5 -1.140638
0.5 52.5 -2.21678
0.5 53.5 -0.807172
1.5 5.5 1.32055
1.5 6.5 5.004846
1.5 7.5 7.255136
1.5 8.5 7.744576
1.5 9.5 8.370984
1.5 10.5 9.886478
