HDR  Longitude  Latitude  Scaled Anomaly
HDR filename=GRCTellus.JPL.20130717.LND.RL05_1.DSTvSCS1411.txt
HDR institution=JPL / GRACE-TELLUS
HDR variable=Liquid_Water_Equivalent_Thickness
HDR units=cm
HDR _FillValue=32767.0
HDR platform=GRACE
HDR sensor=GRACE
HDR time_mean_removed=2004.000 to 2009.999
HDR data_source=GRACE JPL RL05.1 + Sean C. Swenson
HDR data_source_version=DSTvSCS1411
HDR Longitudes= LON1_NLONS_DLON=0.5. 360 1.
HDR Latitudes= LAT1_NLATS_DLAT=-89.5 180 1.
HDR time_format=year month day
HDR postprocess1=DESTRIPED
HDR filter= gaussian
HDR Filter_Width_KM= 300
HDR Filter_Max_Degree= 60
HDR label=GRC-RL05_1-DSTvSCS1411-g300km_n=060
HDR Mask=LAND ONLY PIXELS
HDR DATE_CREATED=Wed Nov 26 13:22:14 2014
0.5 5.5 1.272442
0.5 6.5 5.537043
0.5 7.5 8.312832
0.5 8.5 6.802146
0.5 9.5 4.561004
0.5 10.5 3.183538
0.5 11.5 2.66388
0.5 12.5 2.346365
0.5 13.5 1.068013
0.5 16.5 -1.01277
0.5 17.5 -1.160764
0.5 18.5 -0.467532
0.5 19.5 -1.261862
0.5 20.5 -5.038821
0.5 22.5 1.294512
0.5 23.5 -1.006344
0.5 24.5 -1.820985
0.5 26.5 -0.52608
0.5 27.5 -1.754724
0.5 28.5 -1.265343
0.5 29.5 -0.871728
0.5 30.5 -0.999932
0.5 31.5 -1.245448
0.5 32.5 -1.84368
0.5 33.5 -2.674688
0.5 34.5 -6.124496
0.5 35.5 -6.502496
0.5 36.5 -2.02745
0.5 37.5 -0.125302
0.5 38.5 -0.605898
0.5 39.5 -1.0148
0.5 40.5 -1.620528
0.5 41.5 -3.606957
0.5 42.5 -5.142585
0.5 43.5 -5.30104
0.5 44.5 -6.1746
0.5 45.5 -6.889845
0.5 46.5 -7.751222
0.5 47.5 -9.468768
0.5 48.5 -9.570132
0.5 49.5 -7.232456
0.5 50.5 -0.377994
0.5 51.5 -5.2359
0.5 52.5 -6.848296
0.5 53.5 -2.067702
1.5 5.5 1.048894
1.5 6.5 4.95649
