HDR  Longitude  Latitude  Scaled Anomaly
HDR filename=GRCTellus.JPL.20050517.LND.RL05_1.DSTvSCS1411.txt
HDR institution=JPL / GRACE-TELLUS
HDR variable=Liquid_Water_Equivalent_Thickness
HDR units=cm
HDR _FillValue=32767.0
HDR platform=GRACE
HDR sensor=GRACE
HDR time_mean_removed=2004.000 to 2009.999
HDR data_source=GRACE JPL RL05.1 + Sean C. Swenson
HDR data_source_version=DSTvSCS1411
HDR Longitudes= LON1_NLONS_DLON=0.5. 360 1.
HDR Latitudes= LAT1_NLATS_DLAT=-89.5 180 1.
HDR time_format=year month day
HDR postprocess1=DESTRIPED
HDR filter= gaussian
HDR Filter_Width_KM= 300
HDR Filter_Max_Degree= 60
HDR label=GRC-RL05_1-DSTvSCS1411-g300km_n=060
HDR Mask=LAND ONLY PIXELS
HDR DATE_CREATED=Wed Nov 26 13:22:14 2014
0.5 4.5 -0.23457
0.5 5.5 -3.11139
0.5 6.5 -11.249699
0.5 7.5 -17.43984
0.5 8.5 -16.891216
0.5 9.5 -14.608054
0.5 10.5 -13.292744
0.5 11.5 -13.149676
0.5 12.5 -11.941734
0.5 13.5 -5.49654
0.5 14.5 -2.501355
0.5 15.5 -3.196402
0.5 16.5 -4.26963
0.5 17.5 -1.608574
0.5 18.5 -0.32708
0.5 19.5 -0.565364
0.5 20.5 -1.6809
0.5 23.5 -0.147744
0.5 24.5 -0.171915
0.5 30.5 -0.105925
0.5 31.5 -0.267572
0.5 32.5 -0.45172
0.5 33.5 -0.451876
0.5 34.5 -0.270112
0.5 38.5 -0.085362
0.5 39.5 -0.29627
0.5 40.5 -0.448448
0.5 41.5 -0.418931
0.5 43.5 2.06448
0.5 44.5 3.60185
0.5 45.5 4.17147
0.5 46.5 3.90917
0.5 47.5 3.681058
0.5 48.5 2.944656
0.5 49.5 1.910656
0.5 51.5 1.150772
0.5 52.5 1.173012
0.5 54.5 -0.001092
1.5 5.5 -2.78859
1.5 6.5 -10.687775
1.5 7.5 -14.70064
1.5 8.5 -14.188232
1.5 9.5 -13.417284
1.5 10.5 -13.641086
1.5 11.5 -13.78132
1.5 12.5 -12.533332
1.5 13.5 -6.224424
