HDR  Longitude  Latitude  Scaled Anomaly
HDR filename=GRCTellus.JPL.20090616.LND.RL05_1.DSTvSCS1411.txt
HDR institution=JPL / GRACE-TELLUS
HDR variable=Liquid_Water_Equivalent_Thickness
HDR units=cm
HDR _FillValue=32767.0
HDR platform=GRACE
HDR sensor=GRACE
HDR time_mean_removed=2004.000 to 2009.999
HDR data_source=GRACE JPL RL05.1 + Sean C. Swenson
HDR data_source_version=DSTvSCS1411
HDR Longitudes= LON1_NLONS_DLON=0.5. 360 1.
HDR Latitudes= LAT1_NLATS_DLAT=-89.5 180 1.
HDR time_format=year month day
HDR postprocess1=DESTRIPED
HDR filter= gaussian
HDR Filter_Width_KM= 300
HDR Filter_Max_Degree= 60
HDR label=GRC-RL05_1-DSTvSCS1411-g300km_n=060
HDR Mask=LAND ONLY PIXELS
HDR DATE_CREATED=Wed Nov 26 13:22:14 2014
0.5 5.5 -0.252502
0.5 6.5 -1.822421
0.5 7.5 -4.18176
0.5 8.5 -5.21824
0.5 9.5 -5.312452
0.5 10.5 -5.355719
0.5 11.5 -5.71554
0.5 12.5 -5.64886
0.5 13.5 -2.922953
0.5 14.5 -1.546854
0.5 15.5 -2.349358
0.5 16.5 -3.76557
0.5 17.5 -1.70522
0.5 18.5 -0.411292
0.5 19.5 -0.805488
0.5 20.5 -2.477388
0.5 23.5 -0.087048
0.5 24.5 -0.105485
0.5 26.5 -0.08256
0.5 27.5 -0.298602
0.5 28.5 -0.131061
0.5 33.5 1.171482
0.5 34.5 2.417796
0.5 35.5 2.418136
0.5 41.5 1.587528
0.5 42.5 2.161635
0.5 43.5 1.81608
0.5 44.5 1.24435
0.5 46.5 -0.22675
0.5 47.5 -0.682987
0.5 48.5 -0.966108
0.5 49.5 -0.929368
0.5 50.5 -0.05621
0.5 51.5 -0.751042
0.5 52.5 -0.714932
0.5 53.5 -0.107659
1.5 5.5 -0.40474
1.5 6.5 -2.181515
1.5 7.5 -3.947492
1.5 8.5 -4.688
1.5 9.5 -5.095428
1.5 10.5 -5.641758
1.5 11.5 -6.056344
1.5 12.5 -5.940144
1.5 13.5 -3.324636
1.5 14.5 -3.930127
1.5 15.5 -3.722396
