HDR  Longitude  Latitude  Scaled Anomaly
HDR filename=GRCTellus.JPL.20140318.LND.RL05_1.DSTvSCS1411.txt
HDR institution=JPL / GRACE-TELLUS
HDR variable=Liquid_Water_Equivalent_Thickness
HDR units=cm
HDR _FillValue=32767.0
HDR platform=GRACE
HDR sensor=GRACE
HDR time_mean_removed=2004.000 to 2009.999
HDR data_source=GRACE JPL RL05.1 + Sean C. Swenson
HDR data_source_version=DSTvSCS1411
HDR Longitudes= LON1_NLONS_DLON=0.5. 360 1.
HDR Latitudes= LAT1_NLATS_DLAT=-89.5 180 1.
HDR time_format=year month day
HDR postprocess1=DESTRIPED
HDR filter= gaussian
HDR Filter_Width_KM= 300
HDR Filter_Max_Degree= 60
HDR label=GRC-RL05_1-DSTvSCS1411-g300km_n=060
HDR Mask=LAND ONLY PIXELS
HDR DATE_CREATED=Wed Nov 26 13:22:14 2014
0.5 4.5 -0.064015
0.5 5.5 -0.64749
0.5 6.5 -2.088748
0.5 7.5 -3.518064
0.5 8.5 -3.855542
0.5 9.5 -3.328011
0.5 10.5 -2.261643
0.5 11.5 -0.636184
0.5 12.5 1.363859
0.5 13.5 1.52492
0.5 14.5 1.015374
0.5 15.5 1.532674
0.5 16.5 2.09436
0.5 23.5 -0.197208
0.5 24.5 -0.41172
0.5 26.5 -0.131712
0.5 27.5 -0.477318
0.5 28.5 -0.388443
0.5 29.5 -0.300608
0.5 30.5 -0.359253
0.5 31.5 -0.388976
0.5 32.5 -0.35558
0.5 33.5 -0.133212
0.5 41.5 2.614752
0.5 42.5 5.32644
0.5 43.5 6.91104
0.5 44.5 8.71455
0.5 45.5 8.835213
0.5 46.5 7.99067
0.5 47.5 7.427251
0.5 48.5 5.37108
0.5 49.5 2.32342
0.5 51.5 -1.905192
0.5 52.5 -5.25974
0.5 53.5 -2.264626
1.5 5.5 -0.955941
1.5 6.5 -3.273921
1.5 7.5 -4.325584
1.5 8.5 -4.001208
1.5 9.5 -3.228564
1.5 10.5 -2.053438
1.5 11.5 -0.167328
1.5 12.5 1.918462
1.5 13.5 1.944548
1.5 14.5 2.716689
1.5 15.5 2.457854
1.5 23.5 -0.052796
